id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated,audience_acc
mv_1107,소명 2-모겐족의 월드컵,Calling 2,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100158,2026-07-28,
mv_1108,집 나온 남자들,Looking For My Wife,movie,지진희;이문식;양익준;김영호;유승목,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090947,2026-07-28,16979
mv_1109,꽃비,Sadness in Beauty,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100149,2026-07-28,
mv_1110,귀 鬼(부르는 손 편),,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120740,2026-07-28,
mv_1111,작은 연못,A Little Pond,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20061214,2026-07-28,
mv_1112,사사건건,Nice Shorts,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090915,2026-07-28,
mv_1113,요술,Magic,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100315,2026-07-28,
mv_1114,불타는 내 마음,My Burning Heart,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100060,2026-07-28,
mv_1115,2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,2008 Seotaiji Symphony with Tolga Kashif Royal Philharmonic,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100030,2026-07-28,
mv_1116,서태지밴드 라이브 투어 <더 뫼비우스>,SEOTAIJIBAND LIVE TOUR The Mobius,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100266,2026-07-28,
mv_1117,카페 느와르,Cafe Noir,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100046,2026-07-28,
mv_1118,나의 불행에는 이유가 있다,There's to my misfortune,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101111,2026-07-28,
mv_1119,용서,Forgiveness,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101211,2026-07-28,
mv_1120,어쿠스틱,Acoustic,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101029,2026-07-28,
mv_1121,원 나잇 스탠드,One Night Stand,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100234,2026-07-28,
mv_1122,이파네마 소년,The Boy From Ipanema,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100299,2026-07-28,
mv_1123,인디다큐페스티발2010-다큐멘터리 발언대,SIDOF2010-Social Voice,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100160,2026-07-28,
mv_1124,이웃집 남자,The Man Next Door,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100119,2026-07-28,
mv_1125,엄지아빠,Thumbelina's Dad,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100928,2026-07-28,
mv_1126,나는 나비,Flying Butterfly,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101208,2026-07-28,
mv_1127,아빠가 여자를 좋아해,Lady Daddy,movie,김지석;이나영;박정현;김희수;조아름,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090890,2026-07-28,112405
mv_1128,웨딩드레스,Wedding Dress,movie,송윤아;김향기;경규원;이기우;김여진,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090892,2026-07-28,76271
mv_1129,행복한 울릉인,The Happy Island,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100096,2026-07-28,
mv_1130,마녀의 관,Evil Spirit :Viy,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20081660,2026-07-28,
mv_1131,아마존의 눈물,Tears in the Amazon,movie,김남길,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100141,2026-07-28,52856
mv_1132,친정엄마,A Long Visit,movie,김해숙;박진희;정현주;조영진;박준호,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100168,2026-07-28,454746
mv_1133,마마 앤드 파파,Mama & Papa,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100260,2026-07-28,
mv_1134,나쁜 놈이 더 잘 잔다,A Good Night's Sleep for the Bad,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090794,2026-07-28,
mv_1135,폐가,The Haunted House Project,movie,신경선;윤이나;전인걸;현태호;신소율,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100769,2026-07-28,212872
mv_1136,당신은 아름답다,You Are So Beautiful,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100824,2026-07-28,
mv_1137,노르웨이의 숲,Norwegian Woods,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090315,2026-07-28,
mv_1138,2AM SHOW,2AM SHOW,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101286,2026-07-28,
mv_1139,귀 鬼(네 이름을 말해봐 편),,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120742,2026-07-28,
mv_1140,귀 鬼(鬼소년 편),,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120739,2026-07-28,
mv_1141,귀 鬼(내곁에 있어줘 편),,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120737,2026-07-28,
mv_1142,첫사랑 열전,The First Love Series,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100250,2026-07-28,
mv_1143,첫사랑 열전(종이학 편),,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120727,2026-07-28,
mv_1144,첫사랑 열전(설렘 편),,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120730,2026-07-28,
mv_1145,첫사랑 열전(한번만..다음에.. 편),,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120732,2026-07-28,
mv_1146,서울,Seoul,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100181,2026-07-28,
mv_1147,불청객,The Uninvited,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100658,2026-07-28,
mv_1148,여덟 번의 감정,The Grass Is Greener,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100832,2026-07-28,
mv_1149,하쿠나 마타타 - 지라니 이야기,hakunamatata-A story of Jirani,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101375,2026-07-28,
mv_1150,서서 자는 나무,A Alone Tree,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101338,2026-07-28,
mv_1151,초합금 로보트 쏠라 123,Solar ⅠⅡⅢ,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100253,2026-07-28,
mv_1152,패밀리마트,FamilyMart,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101282,2026-07-28,
mv_1153,사랑활동의 내구성,Our Happy Ending,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101035,2026-07-28,
mv_1154,불량남녀,Romantic Debtors,movie,임창정;엄지원;임효우;하은설;이영란,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101009,2026-07-28,472353
mv_1155,젓가락,The Rhythm Of Chopsticks,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101048,2026-07-28,
mv_1156,나탈리,Natalie,movie,이성재;김지훈;박현진;김기연;조수진,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101007,2026-07-28,88305
mv_1157,할,Haːl,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101002,2026-07-28,
mv_1158,희망의 별 - 이퀘지레템바,The Star of Hope - Ikhwezilethemba,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101018,2026-07-28,
mv_1159,라이브 인 3D 휘성 : 잇츠 리얼,Live in 3D WHEESUNG [It’s Real],movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100995,2026-07-28,
mv_1160,미스터좀비,Mr. Zombie,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100822,2026-07-28,
mv_1161,인플루언스,The Influence,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100800,2026-07-28,
mv_1162,"60년전, 사선에서",Last Voice,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100351,2026-07-28,
mv_1163,시티 오브 크레인,The City Of Crane,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100251,2026-07-28,
mv_1164,샤인 어 라이트(1st 지드래곤 콘서트),Shine A Light,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100201,2026-07-28,
mv_1165,독립애니메이션-가족스페셜,,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101393,2026-07-28,
mv_1166,[SIFF2010] 국내세미나 - 독립영화 제작의 현황과 대안,,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101260,2026-07-28,
mv_1167,한-중앙아 영상사업-경계없이+한국을 바라보는 또 다른 시선,,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101266,2026-07-28,
mv_1168,"7월 영화 희망 나눔, 영화인 캠페인",,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100727,2026-07-28,
mv_1169,마마,Mama,movie,엄정화;김해숙;류현경;전수경;이형석,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119628,2026-07-28,213591
mv_1170,"사랑한다, 사랑하지 않는다","Come Rain, Come Shine",movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119507,2026-07-28,
mv_1171,만추,Late Autumn,movie,현빈;탕웨이;김서라,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=19820019,2026-07-28,825952
mv_1172,마당을 나온 암탉,"Leafie, a Hen into the Wild",movie,문소리;박철민;최민식;유승호;김상현,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110279,2026-07-28,2021416
mv_1173,티끌모아 로맨스,Penny Pinchers,movie,한예슬;송중기;이상엽;신소율;조하영,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112762,2026-07-28,410929
mv_1174,완벽한 파트너,My Secret Partner,movie,김영호;김혜선;김산호;윤채이;조성희,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112934,2026-07-28,52301
mv_1175,완벽한 파트너-감독판,,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20113805,2026-07-28,
mv_1176,"금지된 섹스, 불륜",,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124418,2026-07-28,
mv_1177,흉터,Scars,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20111399,2026-07-28,
mv_1178,보라,The Color of Pain,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101240,2026-07-28,
mv_1179,"굿바이, 평양","Goodbye, Pyongyang",movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090654,2026-07-28,
mv_1180,엄마는 창녀다,Mother Is a Whore,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100222,2026-07-28,
mv_1181,써니 감독판,Sunny - Director's Cut,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20111250,2026-07-28,
mv_1182,집,The House,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101346,2026-07-28,
mv_1183,평범한 날들,Ordinary Days,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101233,2026-07-28,
mv_1184,북촌방향,The Day He Arrives,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110254,2026-07-28,
mv_1185,너는 펫,You're My Pet,movie,장근석;김하늘;최종훈;강세정;정유미,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20111928,2026-07-28,541534
mv_1186,파수꾼,Bleak Night,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101344,2026-07-28,
mv_1187,풍산개,Poongsan,movie,윤계상;김규리;한기중;최무성;김종수,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110251,2026-07-28,699528
mv_1188,간증,A Confession,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101345,2026-07-28,
mv_1189,짐승의 끝,End of Animal,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101343,2026-07-28,
mv_1190,소중한 날의 꿈,Green Days,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101392,2026-07-28,
mv_1191,적과의 동침,In Love And the War,movie,김주혁;유해진;정려원;조민아;신성훈,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119529,2026-07-28,222967
mv_1192,블라인드,Blind,movie,김하늘;유승호;조희봉;양영조;박보검,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110297,2026-07-28,2260852
mv_1193,"미안해, 고마워",Sorry and Thank You,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110183,2026-07-28,
mv_1194,위험한 상견례,Meet the In-Laws,movie,송새벽;이시영;백윤식;김수미;박철민,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119618,2026-07-28,2578242
mv_1195,나는 아빠다,I Am Father,movie,김새론;김승우;최정윤;손병호;임하룡,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119989,2026-07-28,149067
mv_1196,체포왕,Officer of the Year,movie,박중훈;이선균;김정태;강기화;손광익,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119619,2026-07-28,865284
mv_1197,기생령,Ghastly,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110609,2026-07-28,
mv_1198,통증,Pain,movie,정려원;권상우;이미도;장영남;김사희,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110303,2026-07-28,679849
mv_1199,오늘,A Reason to Live,movie,송혜교;남지현;송창의;송상우;정아미,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110322,2026-07-28,131142
mv_1200,댄스타운,Dance Town,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101195,2026-07-28,
mv_1201,무산일기,The Journals of Musan,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101242,2026-07-28,
mv_1202,마이 웨이,My Way,movie,장동건;오다기리 죠;판빙빙;강남현;김희원,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110295,2026-07-28,2123634
mv_1203,사물의 비밀,"Secrets, Objects",movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119890,2026-07-28,
mv_1204,죽이러 갑니다,Be My Guest,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100369,2026-07-28,
mv_1205,트루맛쇼,The True-taste Show,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110607,2026-07-28,
mv_1206,굿바이 보이,BOY,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110494,2026-07-28,
mv_1207,퀵,Quick,movie,고창석;강예원;이민기;김인권;이건우,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110290,2026-07-28,3104096
mv_1208,환타스틱 모던가야그머,Fantastic Journey of The Modern Gayagumer,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20111973,2026-07-28,
mv_1209,카운트다운,Countdown,movie,정재영;전도연;오만석;손상현;조서희,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20111914,2026-07-28,464316
mv_1210,지구대표 롤링스타즈,Rolling Stars: The Greatest Space Baseball Competition,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119718,2026-07-28,
mv_1211,가문의 영광4 - 가문의 수난,Unstoppable Family,movie,김수미;신현준;임형준;정준하;탁재훈,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112272,2026-07-28,2354393
mv_1212,고양이: 죽음을 보는 두 개의 눈,The Cat,movie,김예론;김동욱;박민영;강경자;조석현,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110296,2026-07-28,660831
mv_1213,세상에서 가장 아름다운 이별,The Most Beautiful Goodbye,movie,김갑수;서영희;배종옥;조성훈;박혁권,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119627,2026-07-28,256549
mv_1214,수상한 고객들,Suspicious Customers,movie,윤하;류승범;박철민;정선경;성동일,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119974,2026-07-28,1032877
mv_1215,화이트: 저주의 멜로디,White,movie,황우슬혜;함은정;최아라;정병욱;이윤아,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110233,2026-07-28,772182
mv_1216,평양성,Battlefield Heroes,movie,정진영;이문식;류승룡;윤제문;선우선,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20102415,2026-07-28,1700360
mv_1217,2010 빅뱅라이브콘서트 BIGSHOW 3D,BIGSHOW 3D,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119397,2026-07-28,
mv_1218,써니,Sunny,movie,유호정;심은경;강소라;고수희;홍진희,철도박물관,명소,경기도 의왕시 철도박물관로 142,37.316046,127.122293,,https://map.naver.com/p/search/%EC%B2%A0%EB%8F%84%EB%B0%95%EB%AC%BC%EA%B4%80,MT 가는 기차의 배경이 되는 곳,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,7318389
mv_1219,써니,Sunny,movie,유호정;심은경;강소라;고수희;홍진희,합천 영상 테마파크,명소,경상남도 합천군 용주면 합천호수로 757,35.5489346,128.072475,,https://map.naver.com/p/search/%ED%95%A9%EC%B2%9C%20%EC%98%81%EC%83%81%20%ED%85%8C%EB%A7%88%ED%8C%8C%ED%81%AC,영화 속 길거리 등장 장면의 배경,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,7318389
mv_1220,써니,Sunny,movie,유호정;심은경;강소라;고수희;홍진희,안동하회마을 만송정 숲,명소,경상북도 안동시 풍천면 하회리 1164-1,36.540139,128.515143,,https://map.naver.com/p/search/%EC%95%88%EB%8F%99%ED%95%98%ED%9A%8C%EB%A7%88%EC%9D%84%20%EB%A7%8C%EC%86%A1%EC%A0%95%20%EC%88%B2,나미의 첫사랑과 수지의 키스 장소,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,7318389
mv_1221,써니,Sunny,movie,유호정;심은경;강소라;고수희;홍진희,정동길,명소,서울특별시 중구 정동 30-1,37.566626,126.97089,,https://map.naver.com/p/search/%EC%A0%95%EB%8F%99%EA%B8%B8,주인공 두 나미의 위로와 만남의 장소,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,7318389
mv_1222,써니,Sunny,movie,유호정;심은경;강소라;고수희;홍진희,제물포 시장,명소,인천광역시 미추홀구 숭의동 27-58,37.463043,126.657309,,https://map.naver.com/p/search/%EC%A0%9C%EB%AC%BC%ED%8F%AC%20%EC%8B%9C%EC%9E%A5,극중 나이(심은경)가 빙의 한 곳,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,7318389
mv_1223,"혜화, 동",Re-encounter,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101232,2026-07-28,
mv_1224,아이들...,Children...,movie,박용우;류승룡;성동일;성지루;김여진,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119341,2026-07-28,1846698
mv_1225,소중한 날의 꿈 감독판,Green Days-Dinosaurs and I Director's Cut,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112937,2026-07-28,
mv_1226,고지전,The Front Line,movie,신하균;고수;이제훈;류승수;고창석,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119515,2026-07-28,2925790
mv_1227,도가니,Silenced,movie,정유미;공유;허재호;임현성;최진호,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112534,2026-07-28,4636595
mv_1228,술에 대하여 - 극장판,,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112176,2026-07-28,
mv_1229,최종병기 활,War of the Arrows,movie,박해일;류승룡;김무열;문채원;이한위,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110302,2026-07-28,7463056
mv_1230,로맨틱 헤븐,Romantic Heaven,movie,김수로;김동욱;김지원;이순재;심은경,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119717,2026-07-28,54088
mv_1231,고양이 춤,Dancing Cat,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119836,2026-07-28,
mv_1232,돼지의 왕,The King of Pigs,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20111031,2026-07-28,
mv_1233,플레이,Play,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110601,2026-07-28,
mv_1234,REC 알이씨,REC,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110939,2026-07-28,
mv_1235,종로의 기적,Miracle on Jongno Street,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101249,2026-07-28,
mv_1236,헤드,Head,movie,류덕환;박예진;백윤식;오달수;강대연,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119527,2026-07-28,60019
mv_1237,히트,HIT,movie,박성웅;한재석;정성화;송영창;이하늬,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112221,2026-07-28,94426
mv_1238,모비딕,Moby Dick,movie,황정민;김민희;김상호;진구;배성우,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110313,2026-07-28,383899
mv_1239,혈투,The Showdown,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101003,2026-07-28,
mv_1240,커플즈,Couples,movie,공형진;김주혁;이윤지;이시영;오정세,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110612,2026-07-28,328293
mv_1241,오래된 인력거,My Barefoot Friend,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119436,2026-07-28,
mv_1242,다슬이,Lovable,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20111004,2026-07-28,
mv_1243,붉은 바캉스 검은 웨딩,Red Vacance Black Wedding,movie,,,,,,,,,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20113631,2026-07-28,
mv_1244,완득이,Punch,movie,김윤석;유아인;조병찬;조세현;강별,영월 시외버스터미널,명소,강원도 영월군 영월읍 중앙1로 23,37.183565,128.465583,,https://map.naver.com/p/search/%EC%98%81%EC%9B%94%20%EC%8B%9C%EC%99%B8%EB%B2%84%EC%8A%A4%ED%84%B0%EB%AF%B8%EB%84%90,완득이가 엄마와 함께 있던 터미널,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,5296320
mv_1245,완득이,Punch,movie,김윤석;유아인;조병찬;조세현;강별,영월 주천시장,명소,강원도 영월군 주천면 주천시장길 23,37.271036,128.266592,,https://map.naver.com/p/search/%EC%98%81%EC%9B%94%20%EC%A3%BC%EC%B2%9C%EC%8B%9C%EC%9E%A5,완득이에서 완득이가 아빠를 찾아가는 장면,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,5296320
