id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated,famous_rank,recent_rank,audience_acc,award,director,poster_url,title_key,corpus_doc_count,hit_docs,cue_docs,title_docs,author_count,mention_total,popularity_score,rank_in_title,tier,is_overseas,dup_of,coord_issue,is_selected,decision_note
mv_2668,1987,1987: When the Day Comes,movie,김윤석;하정우;유해진;김태리;이희준,연희네 슈퍼,명소,전라남도 목포시 해안로127번길 14-2,34.78168,126.377325,https://lh3.googleusercontent.com/place-photos/AG9NLjCTC2hEI7e0seU8kFVgS73SlljanL7JEy6cUdimZsetUQIx7RGjK4b0VgbqY7ouctMMUnQGnYZwqZeLABYpxRF8MxyKyUAIOtNhk586u4NDcKm2d4gYV595ChFPUjwLJyBObFLG4I2OeOVWOhE=s4800-w800,,영화 1987에서 연희네 슈퍼로 나온 가게,assets/한국문화정보원_미디어콘텐츠 영상 촬영지 데이터_20221125.csv,2026-07-28,,,7218231,청룡영화상 최우수작품상(2018),장준환,https://image.tmdb.org/t/p/w500/mO55nkEFrI2EVdjxx0asaOGtHfa.jpg,1987,30,20,20,15,20,93,100.0,1,S,N,,,Y,tierS_유효언급20글_저자20명
st_00101,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,아원고택,고택,전북 완주군 소양면 송광수만로 516-7,35.903569,127.244688,https://lh3.googleusercontent.com/place-photos/AG9NLjBI_JHewJNLWIiNhAEQQ61LHt9d48aGDccV_qiQc5j5aeWRCg3Q4TutX8V18mytFTTN2e9Jg77tkNgOzKx5-XfNYSE_lw_vTAx0ilE_5jK27NJ1u1osI4EX4MHleLShzeon7SnvqoohcK7M0Q=s4800-w800,https://map.naver.com/p/entry/place/35085458,극 중 이안대군이 휴가 중 비 오는 한옥에 앉아 책을 읽는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ec%95%84%ec%9b%90%ea%b3%a0%ed%83%9d-19188/;https://blog.naver.com/buja1202/224248171214;https://blog.naver.com/coookieshop/224272446067;https://blog.naver.com/dudal2496/224351859664;https://blog.naver.com/majara78/224335814455,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,19,19,5,18,91,100.0,1,S,N,,,Y,tierS_유효언급19글_저자18명
st_00114,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,무진정,관광지,경남 함안군 함안면 괴산4길 25,35.255420,128.422748,https://lh3.googleusercontent.com/place-photos/AG9NLjDp3o5qItsuLR3GuFR2p4NP4RoMmusEiz_MNZpJwMWtZJICV6V3fpaEJoG2w_mKim4rZDovYx8-mPxuUknRcF45WAAMUoboMqMPPiWY9aSuO4NUhqTl5SZ0e60mll3VI50PcXtV2D_CN4jQBw=s4800-w800,https://map.naver.com/p/entry/place/20108366,성희주와 이안대군이 낙화놀이를 보며 서로를 바라보는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%ac%b4%ec%a7%84%ec%a0%95-19201/;https://blog.naver.com/buja1202/224248171214;https://blog.naver.com/l_j_0115/224249265908;https://blog.naver.com/wlsrud1318/224288736238,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,13,13,0,12,33,68.4,2,S,N,,,Y,tierS_유효언급13글_저자12명
st_00100,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,백제문화단지,관광지,충남 부여군 규암면 백제문로 455,36.307572,126.908495,https://lh3.googleusercontent.com/place-photos/AG9NLjCBG8v1j7OquUlDIAsN6bYwIM8TrYsOXoZ9uH_p6R14jCGt0M9g2r8bvjiYOubd1GZM1K0RUcEqQWR7ch9TU39bBfV2B-ARiGm_RKVyLTPbZvJUZrmqa9b-Xmo48pgWMwaffSFcmFnckv6EEg=s4800-w800,https://map.naver.com/p/entry/place/12019039,궁궐 입구(사비궁)와 담장 CG 배경으로 등장하는 부여 백제문화단지,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%b0%b1%ec%a0%9c%eb%ac%b8%ed%99%94%eb%8b%a8%ec%a7%80-19187/;https://blog.naver.com/buja1202/224248171214;https://blog.naver.com/l_j_0115/224249265908,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,11,11,0,11,29,57.9,3,S,N,,,Y,tierS_유효언급11글_저자11명
st_00102,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,소양고택,고택,전북 완주군 소양면 송광수만로 472-23,35.903680,127.243089,https://lh3.googleusercontent.com/place-photos/AG9NLjBnrzgx7vuEeGp5XIeRYCSS-pHQW-zkWVvxs9AkaZAxSl5reZXo4bsfvRfWemUxZ6H6ce4BuAqh_1jDG586lXm9aDXwehTVQ--i9Kosf48CMMUtWrW6oewH9YPwfQRhqSBjYjSOjphu1UVUug=s4800-w800,https://map.naver.com/p/entry/place/35957546,7화에서 성희주(아이유)가 신부수업을 받는 사저 별채로 등장하는 한옥,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ec%86%8c%ec%96%91%ea%b3%a0%ed%83%9d-19189/;https://blog.naver.com/buja1202/224248171214;https://blog.naver.com/l_j_0115/224249265908,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,11,11,3,10,60,57.9,4,S,N,,,Y,tierS_유효언급11글_저자10명
st_00050,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,경복궁,유적/한옥,서울 종로구 사직로 161,37.575904,126.976842,https://lh3.googleusercontent.com/place-photos/AG9NLjBUiIWrL3Ivwic4zEXOIs9tKbr87fqN3COsGxAPHmMETc80oLtsfTxNAuvZXco9oZcjT5WrM5mMAp_HTlAxxjBT5JhSOyoZCWHq1XlBrA3kqlQES-JmSahM3dSyszmIbDlwaOZtmJLILJ96i50=s4800-w800,https://map.naver.com/p/entry/place/11571707,궁궐 CG 배경과 후원 경회루 장면이 촬영된 조선 왕조의 법궁,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b2%bd%eb%b3%b5%ea%b6%81-19137/;https://blog.naver.com/buja1202/224248171214;https://blog.naver.com/l_j_0115/224249265908,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,8,8,0,8,18,42.1,5,S,N,,,Y,tierS_유효언급8글_저자8명
st_00057,21세기대군부인,,drama,아이유;변우석,경희대학교,학교,서울 동대문구 경희대로 26,37.593949,127.054891,https://lh3.googleusercontent.com/place-photos/AG9NLjA-WMz1zNSBldQQAYaU5zxuLhKzWgXRCGk9aFQilpZn7RsH27yrllPu5ysElKfHLMxyMI56UgQDA5j4Gm1JEFT32Ocy0Xa21DxvAPNn6_V-CpDEj55AKBDNyWBfW_x8KgfaDsM0n82otfqvmlU=s4800-w800,https://map.naver.com/p/entry/place/12064583,성희주와 이안대군이 다니던 왕립학교(평화의 전당)로 등장하는 경희대학교,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b2%bd%ed%9d%ac%eb%8c%80%ed%95%99%ea%b5%90-19144/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,8,8,0,8,15,42.1,6,S,N,,,Y,tierS_유효언급8글_저자8명
st_00103,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,광한루원,관광지,전북 남원시 요천로 1447,35.404132,127.380504,https://lh3.googleusercontent.com/place-photos/AG9NLjCH2Pfu3oSd0wnvYKSS0lTbs_qGdxn7WJOn8anUVRhiDqQdyqDg-UxdSPJHJ5p4TkdrDY-9lhMcMtCfyRIT_0octQKVevClY1OzyqWrahjnYq3YTSpcflRRlsW_Ka12rD472Mgw5Dt4_aTpFA=s4800-w800,https://map.naver.com/p/entry/place/12292865,궁궐 후원 경회루·향원정 연못 장면의 배경으로 쓰인 남원 광한루원,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b4%91%ed%95%9c%eb%a3%a8%ec%9b%90-19190/;https://blog.naver.com/buja1202/224248171214,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,8,8,0,7,21,42.1,7,S,N,,,Y,tierS_유효언급8글_저자7명
st_00106,21세기대군부인,,drama,아이유;변우석,예천진호국제양궁장,,경북 예천군 예천읍 양궁장길 38,36.634632,128.468367,https://lh3.googleusercontent.com/place-photos/AG9NLjCNycphOuHH1Bfx6g6uWOkYOl_qW0eWrHK5qXUcKaDRqFIrwqoU4GNaDuWjZQyL7ddsW_X_Mmbh1qynsk5bK0dwJPL8ZeFokh1KCuG9R8A83bnzNbpbaKVFiFTXwbolSDGS0Os9MN5Wjr2avQE=s4800-w800,https://map.naver.com/p/entry/place/15919298,극 중 성희주와 이안대군이 팽팽한 심리전 속에서 국궁 대결을 펼치는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ec%98%88%ec%b2%9c%ec%a7%84%ed%98%b8%ea%b5%ad%ec%a0%9c%ec%96%91%ea%b6%81%ec%9e%a5-19193/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,7,7,0,7,11,36.8,8,S,N,,,Y,tierS_유효언급7글_저자7명
st_00086,21세기대군부인,,drama,아이유;변우석,화서문,,경기 수원시 팔달구 장안동 331,37.286608,127.013903,https://lh3.googleusercontent.com/place-photos/AG9NLjA55z1v2UIVA7Jp5Jk2f0Rcmn_1rDTz39IuaCTsRA5i8X68lDMCC53JZQ3yra917nz6sF5hJOObax7YSUtiFQ-i1UZNqOuXFJhtcbEkzvFL1bfiZL0ycEOVEOO4cTIOIl3dYuZMtISFPdAY-48=s4800-w800,https://map.naver.com/p/entry/place/19802092,왕실 파티장 입구인 궁궐 성곽 장면으로 등장하는 수원화성 화서문,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ed%99%94%ec%84%9c%eb%ac%b8-19173/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,6,6,0,6,7,31.6,10,S,N,,,Y,tierS_유효언급6글_저자6명
st_00043,21세기대군부인,,drama,아이유;변우석,국립중앙박물관,박물관/미술관,서울 용산구 서빙고로 137,37.524702,126.977740,https://lh3.googleusercontent.com/place-photos/AG9NLjAfmclfY0ybhBJfTiHSr3jYlSiVjC1FAzJ2ZISURqNWu7JAj2aBuCodJ4WR0ZsheTISH4sLv5No-3BFwqR5U-YAxGa0t24RX2rsrB88_HtPt5Dgu0fp_XrhSM39jbNV-czLyvv4rrlVxDd2L8c=s4800-w800,https://map.naver.com/p/entry/place/11620570,12화에서 왕이 된 이안이 전시된 왕실 유물을 보며 지난 일을 회상하는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b5%ad%eb%a6%bd%ec%a4%91%ec%95%99%eb%b0%95%eb%ac%bc%ea%b4%80-19130/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,5,5,0,4,13,26.3,11,A,N,,,Y,tierA_유효언급5글_저자4명
st_20279,21세기 대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,수영만 요트경기장,기타,부산 해운대구 해운대해변로 84,35.16026170107591,129.14127264196568,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Yacht_-_panoramio_%281%29.jpg/960px-Yacht_-_panoramio_%281%29.jpg,https://map.naver.com/p/entry/place/17003003,마린시티에서 광안리까지 이어지는 요트 투어 장면이 촬영된 곳,https://blog.naver.com/buja1202/224248171214,2026-07-30,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,5,5,0,4,16,26.3,12,A,N,,,Y,tierA_유효언급5글_저자4명
st_00034,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,고척스카이돔,경기장,서울 구로구 경인로 430,37.498213,126.867089,https://lh3.googleusercontent.com/place-photos/AG9NLjCvqcsnTwgxGwmg3N1cylPoNP8Q0cvgt58Dpc0QKXXpslEBW5LMmCMtzlZ51q0IJ7Ny2L4B3RzkXi_qUnDqV_JYKqjybXpDuJPH7oU5hDNg3AfAHE317epFno3HkH9kRZGj-9PuOdjAVEHM8W0=s4800-w800,https://map.naver.com/p/entry/place/18967604,야구장 데이트 장면 촬영지로 등장하는 고척스카이돔 경기장,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b3%a0%ec%b2%99%ec%8a%a4%ec%b9%b4%ec%9d%b4%eb%8f%94-19121/;https://blog.naver.com/buja1202/224248171214,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,3,3,0,3,8,15.8,13,A,N,,,Y,tierA_유효언급3글_저자3명
st_00096,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,더한옥헤리티지,유적/한옥,강원 영월군 남면 문개실길 37-150,37.200539,128.429215,https://lh3.googleusercontent.com/place-photos/AG9NLjAMcq1-1M33WUtqabW1-Gib_5-_kzXdqzPMQaobeZMn7LswUY2sCVWWpUw6_ScAADZlvNSeLEhQulb17TGqBfpCyUbtjmffS2nSG1f8vTd9RK0NEAxpARqJaS6CqF2jePp23-uvX3k6DHYCuS5UzKRfRQ=s4800-w800,https://map.naver.com/p/entry/place/1559825941,성희주가 자신의 뒷담화를 하는 여인들에게 와인잔을 깨며 위협하는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%8d%94%ed%95%9c%ec%98%a5%ed%97%a4%eb%a6%ac%ed%8b%b0%ec%a7%80-19183/;https://blog.naver.com/buja1202/224248171214,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,3,3,0,3,8,15.8,14,A,N,,,Y,tierA_유효언급3글_저자3명
st_00089,21세기대군부인,,drama,아이유;변우석,용인대장금파크,,경기 용인시 처인구 백암면 용천드라마길 25,37.119444,127.337089,https://lh3.googleusercontent.com/place-photos/AG9NLjCT1kZTB6B9tA9qR39FVdoY89yCB6pn5kV56bze5R3HChMbEWzfMUQ3Cl5Htamjyt44GLCgbK10Lh5A4_iZS3Llnrz3nKkVKZCUdylxiZ482muTL29rv2rYv4_bafEmQiMUNFTbmAAzcQaKo_4=s4800-w800,https://map.naver.com/p/entry/place/13523487,성희주와 이안대군이 궁에서 우연히 만나는 궁궐 내부 장면 촬영지,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ec%9a%a9%ec%9d%b8%eb%8c%80%ec%9e%a5%ea%b8%88%ed%8c%8c%ed%81%ac-19176/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,3,3,0,3,3,15.8,15,A,N,,,Y,tierA_유효언급3글_저자3명
st_00066,21세기대군부인,,drama,아이유;변우석,0914 도산공원 플래그십 스토어,,서울 강남구 도산대로45길 15,37.523231,127.035117,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chevrolet_Express_Explorer_Limited_SE_GMT610_FL_Black.jpg/960px-Chevrolet_Express_Explorer_Limited_SE_GMT610_FL_Black.jpg,https://map.naver.com/p/entry/place/37213622,강남 도산공원 촬영지로 등장하는 플래그십 스토어,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-0914-%eb%8f%84%ec%82%b0%ea%b3%b5%ec%9b%90-%ed%94%8c%eb%9e%98%ea%b7%b8%ec%8b%ad-%ec%8a%a4%ed%86%a0%ec%96%b4-19153/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,2,2,0,2,3,10.5,16,A,N,,,Y,tierA_유효언급2글_저자2명
st_00104,21세기대군부인,,drama,아이유;변우석,경상북도청,,경북 안동시 풍천면 도청대로 455,36.576121,128.505723,https://lh3.googleusercontent.com/place-photos/AG9NLjB-fy4BGzDQHT4gC4eIpqKYEw5uWl2i9e6rcOLFKuA0JxKI-a6pCpGG_GxGjieirxS2VTlJIJeWZ5j9bMbhaa6BmGCjwZOSkqDcG7blN5Y1pvfk6Bb3k0qA8oHOuGSFr9FUYPKNbODiM58bTA=s4800-w800,https://map.naver.com/p/entry/place/11556002,극 중 총리 관저와 국회의사당의 앞마당과 회랑이 등장하는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b2%bd%ec%83%81%eb%b6%81%eb%8f%84%ec%b2%ad-19191/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,2,2,1,2,4,10.5,17,A,N,,,Y,tierA_유효언급2글_저자2명
st_00092,21세기대군부인,,drama,아이유;변우석,당남리섬,,경기 여주시 대신면 천서리 545-5,37.395258,127.542649,https://lh3.googleusercontent.com/place-photos/AG9NLjBcK5ZyrsVFF4--jENWwsbOa9BJfb87AYlG46HkaZV-qeKNcQXLHLBPAoXB-Gnnr-sgilR6YhCilQpd4OyOLBv5oTJU0r93bbyVYodRD0McnBJYSkCEaSgQ8jBXCtR8MVV9O5BvwBosMw-2W00=s4800-w800,https://map.naver.com/p/entry/place/1219235396,희주와 이안대군이 말을 타는 장면으로 등장하는 여주 당남리섬,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%8b%b9%eb%82%a8%eb%a6%ac%ec%84%ac-19179/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,2,2,0,2,6,10.5,18,A,N,,,Y,tierA_유효언급2글_저자2명
st_00105,21세기대군부인,,drama,아이유;변우석,마성오픈세트장,세트장,경북 문경시 마성면 가은로 311-18,36.650819,128.079457,,https://map.naver.com/p/entry/place/2066426562,극 중 궁궐에 큰 화재가 발생해 인물들이 위기에 놓이는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%a7%88%ec%84%b1%ec%98%a4%ed%94%88%ec%84%b8%ed%8a%b8%ec%9e%a5-19192/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,2,2,0,2,2,10.5,19,A,N,,,Y,tierA_유효언급2글_저자2명
st_00093,21세기대군부인,,drama,아이유;변우석,마임비전빌리지,,경기 여주시 세종대왕면 용은길 28,37.290669,127.540148,,https://map.naver.com/p/entry/place/13320432,이안대군의 처가(캐슬그룹 회장 집)로 등장하는 흙집돌집 마임비전빌리지,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%a7%88%ec%9e%84%eb%b9%84%ec%a0%84%eb%b9%8c%eb%a6%ac%ec%a7%80-19180/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,2,2,0,2,2,10.5,20,A,N,,,Y,tierA_유효언급2글_저자2명
st_00095,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,뮤지엄산,자연/명소,강원 원주시 지정면 오크밸리2길 260,37.415333,127.823409,https://lh3.googleusercontent.com/place-photos/AG9NLjBig-5RVCcrbbP2Z4cTPB_QrSb5xyWFLF3OGkCQJVFucdoWs0TxjaPqMq3KcqOJDQ3zO4qL9E64BkH3yMl0srkwXY7f3JNWXDz1yfV64zz7GDbU2nMx85q8-TNLhesC3u-LJP78KJku4QHpfQ=s4800-w800,https://map.naver.com/p/entry/place/1676988333,성희주가 정략결혼 상대 김연준을 만나는 갤러리 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%ae%a4%ec%a7%80%ec%97%84%ec%82%b0-19182/;https://blog.naver.com/buja1202/224248171214;https://blog.naver.com/liebedance/224271574277,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,2,2,0,2,8,10.5,21,A,N,,,Y,tierA_유효언급2글_저자2명
st_00094,21세기대군부인,,drama,아이유;변우석,세트장(치악산드림랜드부지),세트장,강원 원주시 소초면 학곡리 223-3,37.431877,128.062776,https://lh3.googleusercontent.com/place-photos/AG9NLjAhPXrlFagOV_Pfekln3SeXT49TmI8JUx6Isa2O-5snx84FF38D8g5dxr_isElVnvtLqEO47UaJxmDGS8veqK9u-dQDpfDX44Q1QP64iJYHFCgd7j8O2itTa36gshse4_WtxT5LKtn1j09SwA=s4800-w800,,왕의 탄신일 축하연 등 궁궐 파티장 장면을 위해 조성된 오픈세트장,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ec%84%b8%ed%8a%b8%ec%9e%a5-%ec%b9%98%ec%95%85%ec%82%b0%eb%93%9c%eb%a6%bc%eb%9e%9c%eb%93%9c%eb%b6%80%ec%a7%80-19181/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,35,2,2,0,2,3,10.5,22,A,N,,,Y,tierA_유효언급2글_저자2명
mv_1585_01,7번방의 선물,Miracle in Cell No.7,movie,류승룡;박신혜;갈소원;오달수;박원상,익산교도소세트장,개방형 촬영세트장,전북특별자치도 익산시 성당면 함낭로 207,36.0695673,126.9315194,https://lh3.googleusercontent.com/place-photos/AG9NLjAXT1cohS2v7ONnww3OHwtIujyvyYQpbKB_m2efz-4dB5AKugj-6OntKxf1Koo3fIFWHbXr8F49OVs2lAh5tKEItZRqGZoRF8VgpfrxdSXQHOD_4HdtVxB0k8WZmzHt7zmvqMjdLe73vYlE7CZyKkxSJg=s4800-w800,https://map.naver.com/p/entry/place/37471479,용구가 누명을 쓰고 수감된 뒤 7번방 수감자들과 생활하고 탈출을 시도하는 교도소 장면,https://www.hcnews.or.kr/news/10148,2026-07-30,,,12786081,,이환경,https://image.tmdb.org/t/p/w500/c9TqJPm4pZCuiEXumTayoNIrBSK.jpg,7번방의선물,33,19,19,12,19,62,100.0,1,S,N,,,Y,tierS_유효언급19글_저자19명
mv_1585_02,7번방의 선물,Miracle in Cell No.7,movie,류승룡;박신혜;갈소원;오달수;박원상,홍제동 개미마을,마을·골목,서울특별시 서대문구 세검정로4길 100-58 일대,37.590929,126.9525597,,https://map.naver.com/p/entry/place/33997144,용구가 출근길에 딸 예승과 특별한 인사를 나누고 예승이 아빠를 기다리는 도입부 장면,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ce770bad-d04a-4ca0-972a-1ead5380d937,2026-07-30,,,12786081,,이환경,https://image.tmdb.org/t/p/w500/c9TqJPm4pZCuiEXumTayoNIrBSK.jpg,7번방의선물,33,3,3,2,3,13,15.8,2,A,N,,,Y,tierA_유효언급3글_저자3명
st_00490,S라인,,drama,이수혁;이다희;아린,삼산경찰서,,인천 부평구 굴포로 104,37.511012,126.732241,https://lh3.googleusercontent.com/place-photos/AG9NLjBwqAWeIt05swlOK5-1fxE7e96OL2_M3EYbomuO241dNKQwISMCOgdsO7TVj-zd0eXGh-vV2NcpNkSw8mEuxf1fx-baIjFW96VBAJIciO5rKycRoPFlcv3zTdRganM0wm9Jl4EWSrJlNb_9Pw=s4800-w800,https://map.naver.com/p/entry/place/12234069,"1~2화에서 극 중 방주경찰서로 등장하는 촬영지, 실제로는 인천 부평 삼산경찰서",https://kdramamap.com/location/s%eb%9d%bc%ec%9d%b8-%ec%82%bc%ec%82%b0%ea%b2%bd%ec%b0%b0%ec%84%9c-10682/,2026-07-28,88,,,,안주영,https://image.tmdb.org/t/p/w500/o9ENFFvHnU08zy8GbElxGLbrm87.jpg,S라인,24,1,1,0,1,3,100.0,1,B,N,,,Y,작품구제_tierB_유효언급1글
st_00486,S라인,,drama,이수혁;이다희;아린,서울공업고등학교,학교,서울 동작구 대방동1길 46,37.501901,126.922363,https://lh3.googleusercontent.com/place-photos/AG9NLjDOPt22VgAyw3h9rkpDVoiADrC3Izltjtyk710yRX3eCZNf46hVNG4JWPIkQJZgHbrmLPNHIyqzSiHPqfK0gw1Rd3S1myR7cnK--55GRQA7GfUWz2L4wHJ_r6mi-4BXDr3MurMNYK7ZQNQCAAI=s4800-w800,https://map.naver.com/p/entry/place/19717728,"1~2화에서 극 중 방주고등학교로 등장하는 촬영지, 실제로는 서울공업고등학교",https://kdramamap.com/location/s%eb%9d%bc%ec%9d%b8-%ec%84%9c%ec%9a%b8%ea%b3%b5%ec%97%85%ea%b3%a0%eb%93%b1%ed%95%99%ea%b5%90-10678/,2026-07-28,88,,,,안주영,https://image.tmdb.org/t/p/w500/o9ENFFvHnU08zy8GbElxGLbrm87.jpg,S라인,24,1,1,0,1,4,100.0,2,B,N,,,Y,작품구제_tierB_유효언급1글
