id,title,place_name,tier,유효언급_글수,저자수,popularity_score,근거_URL_상위3
st_20438,동궁,용인대장금파크,S,11,11,100.0,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/jasmineordinarytrvl/224350803477 | https://blog.naver.com/hsc_one1/224350142578
st_05344,동궁,도솔암,S,11,10,100.0,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/pajama6936/224352547086 | https://blog.naver.com/btac228kc/224357659281
st_05339,동궁,경복궁,S,10,11,90.9,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/btac228kc/224357659281 | https://blog.naver.com/jasmineordinarytrvl/224350803477
st_05347,동궁,남사예담촌,S,10,10,90.9,https://blog.naver.com/sancheonggun/224360538633 | https://blog.naver.com/pajama6936/224355935953 | https://blog.naver.com/kr-us-travel/224359517784
st_05343,동궁,광한루원,S,8,9,72.7,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/btac228kc/224357659281 | https://blog.naver.com/jasmineordinarytrvl/224350803477
st_20443,동궁,문경새재 오픈세트장,S,8,8,72.7,https://blog.naver.com/hsc_one1/224350142578 | https://blog.naver.com/redmee2/224332221155 | https://blog.naver.com/5004yurim/224351913055
st_05342,동궁,개심사,S,8,7,72.7,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/btac228kc/224357659281 | https://blog.naver.com/jasmineordinarytrvl/224350803477
st_05341,동궁,부소담악,S,6,7,54.5,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/jasmineordinarytrvl/224350803477 | https://blog.naver.com/hsc_one1/224350142578
st_05346,동궁,옥산서원,S,6,6,54.5,https://blog.naver.com/btac228kc/224357659281 | https://blog.naver.com/jasmineordinarytrvl/224350803477 | https://blog.naver.com/hsc_one1/224350142578
st_05348,동궁,완재정,S,5,6,45.5,https://blog.naver.com/btac228kc/224357659281 | https://blog.naver.com/jasmineordinarytrvl/224350803477 | https://blog.naver.com/hsc_one1/224350142578
st_20437,동궁,부안영상테마파크,S,5,5,45.5,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/hsc_one1/224350142578 | https://blog.naver.com/redmee2/224332221155
st_20440,동궁,경기전,S,4,5,36.4,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/btac228kc/224357659281 | https://blog.naver.com/hsc_one1/224350142578
st_20441,동궁,경주 오릉,A,3,3,27.3,https://blog.naver.com/hsc_one1/224350142578 | https://blog.naver.com/redmee2/224332221155 | https://blog.naver.com/auavvvs8/224280414294
st_20439,동궁,도봉산,A,3,3,27.3,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/ymh1974a/224352849987 | https://blog.naver.com/rlatkghd34/224358902187
st_05345,동궁,문경새재 조곡관,A,3,3,27.3,https://blog.naver.com/jasmineordinarytrvl/224350803477 | https://blog.naver.com/5004yurim/224351913055 | https://blog.naver.com/news_oneday/224359984675
st_20445,동궁,문경새재 제2관문 조곡관,A,2,2,18.2,https://blog.naver.com/majara78/224353528198 | https://blog.naver.com/redmee2/224332221155
st_20442,동궁,학원농장,A,2,2,18.2,https://blog.naver.com/hsc_one1/224350142578 | https://blog.naver.com/redmee2/224332221155
st_05406,디어엠,전북대학교 전주캠퍼스,S,4,4,100.0,https://blog.naver.com/location_info/223833241675 | https://blog.naver.com/spxl1010/222866134948 | https://blog.naver.com/hsc_one1/223833451103
st_05363,디어엠,연세대학교 신촌캠퍼스,S,3,3,75.0,https://blog.naver.com/yhth27/223423223222 | https://blog.naver.com/hsc_one1/223833451103 | https://blog.naver.com/popololo22-/223833129117
st_05403,디어엠,상명대학교 천안캠퍼스,A,2,2,50.0,https://blog.naver.com/location_info/223833241675 | https://blog.naver.com/hsc_one1/223833451103
st_05404,디어엠,호서대학교 아산캠퍼스,A,2,2,50.0,https://blog.naver.com/location_info/223833241675 | https://blog.naver.com/hsc_one1/223833451103
st_20105,라켓소년단,보리나라 학원농장,S,8,8,100.0,https://blog.naver.com/ilmaleji2/222399763967 | https://blog.naver.com/hunterssm/222400533221 | https://blog.naver.com/hoho69433/223914389340
st_20104,라켓소년단,사천중학교,S,8,6,100.0,http://blog.naver.com/sba272/222396999431 | http://blog.naver.com/silverbridge7/222441150922 | https://blog.naver.com/sba272/222396999431
st_20113,라켓소년단,강릉고등학교,S,3,3,37.5,https://blog.naver.com/ilmaleji2/222399763967 | https://blog.naver.com/guya62/222418497697 | https://blog.naver.com/skylife_blog/222389806046
st_20112,라켓소년단,광안리해수욕장,A,2,2,25.0,https://blog.naver.com/tourkongdak/224125966579 | https://blog.naver.com/guya62/222418497697
st_05628,러브미,허니문하우스,S,3,3,100.0,https://blog.naver.com/buja1202/224115661157 | https://blog.naver.com/redmee2/224130937748 | https://blog.naver.com/mlkway153/224124423880
st_05626,러브미,금오름,A,2,2,66.7,https://blog.naver.com/buja1202/224115661157 | https://redcrow.tistory.com/1030
st_05615,러브미,서울여자대학교,A,2,2,66.7,https://blog.naver.com/buja1202/224115661157 | https://blog.naver.com/hsc_one1/224116201542
st_05596,러브미,애플돈까스,A,2,2,66.7,https://blog.naver.com/buja1202/224115661157 | https://blog.naver.com/hsc_one1/224116201542
mv_2367,럭키,전곡항,A,2,2,100.0,https://blog.naver.com/hsview/220861218632 | https://blog.naver.com/hs21589/221251569550
st_20114,마더,오정동 선교사촌(한남대학교 선교사촌),S,3,3,100.0,https://alienbeing.tistory.com/1483 | https://blog.naver.com/djfang/224319654060 | https://blog.naver.com/daedeokgu/224222353391
st_20119,마더,삼척항,A,2,2,66.7,https://blog.naver.com/avante0129/221194377143 | https://alienbeing.tistory.com/1483
st_05920,마스크걸,덕수콜택시,A,2,2,100.0,https://blog.naver.com/hsc_one1/223187840771 | https://blog.naver.com/redmee2/223197990693
st_05955,마스크걸,해운대중학교,A,2,2,100.0,https://blog.naver.com/hsc_one1/223187840771 | https://blog.naver.com/redmee2/223202322547
st_05914,마스크걸,호텔토마스 명동,A,2,2,100.0,https://blog.naver.com/hsc_one1/223187840771 | https://blog.naver.com/redmee2/223195074837
mv_2333_06,마스터,청심평화월드센터,B,1,1,100.0,https://blog.naver.com/hs21589/221620095454
st_20138,마이네임,해동용궁사,S,24,23,100.0,https://blog.naver.com/glqgkqehdwl/223374995130 | https://blog.naver.com/yujin9564/222435425727 | https://blog.naver.com/shareit_kr/222548844362
st_20136,마이네임,깡깡이예술마을,A,6,6,25.0,https://blog.naver.com/homerun318/222547199837 | https://blog.naver.com/shareit_kr/222548844362 | https://blog.naver.com/mosmik/222581217284
st_20135,마이네임,부산해양경찰서 (경찰서 세트),A,6,6,25.0,https://blog.naver.com/homerun318/222547199837 | https://blog.naver.com/creativehyun_/222559312845 | https://blog.naver.com/shareit_kr/222548844362
st_20137,마이네임,부산대교,A,4,4,16.7,https://blog.naver.com/creativehyun_/222559312845 | https://blog.naver.com/shareit_kr/222548844362 | https://blog.naver.com/mosmik/222581217284
st_06012,마이데몬,그랜드하얏트 서울,A,2,2,100.0,https://blog.naver.com/eom81/224161944082 | https://blog.naver.com/tlsqhtjs20/224057328299
st_06048,마이데몬,용인대장금파크,A,2,2,100.0,https://blog.naver.com/ktbong00/223159832188 | https://blog.naver.com/hegaya/222843764231
st_06051,마이데몬,자작도해수욕장,A,2,2,100.0,https://blog.naver.com/vnfma0726/223325098199 | https://blog.naver.com/tlsqhtjs20/224057328299
st_06287,맨끝줄소년,한미서점,S,8,8,100.0,https://blog.naver.com/hsc_one1/224328644101 | https://blog.naver.com/tarte_a/224328851704 | https://blog.naver.com/shbg0226/224334350706
st_06302,맨끝줄소년,계명대학교 성서캠퍼스,S,6,6,75.0,https://blog.naver.com/axax79/224336174364 | https://blog.naver.com/yomo__/224334291902 | https://blog.naver.com/donghee5995/224335082051
st_06303,맨끝줄소년,계명대학교 대명캠퍼스,S,4,4,50.0,https://blog.naver.com/yomo__/224334291902 | https://blog.naver.com/tarte_a/224328851704 | https://blog.naver.com/xowk4fkd/224340439678
st_06289,맨끝줄소년,템스커피,S,4,4,50.0,https://blog.naver.com/hsc_one1/224328644101 | https://blog.naver.com/shbg0226/224334350706 | https://blog.naver.com/urbanchick8401/224331067469
st_06279,맨끝줄소년,레스케이프 라망 시크레,S,3,3,37.5,https://blog.naver.com/hsc_one1/224328644101 | https://blog.naver.com/urbanchick8401/224331067469 | https://blog.naver.com/fridaysol/224328795546
st_06281,맨끝줄소년,미루지항,S,3,3,37.5,https://blog.naver.com/shbg0226/224334350706 | https://blog.naver.com/xowk4fkd/224340439678 | https://blog.naver.com/redmee2/224331023687
st_20457,맨 끝줄 소년,앤드테라스 파주점,S,3,3,37.5,https://blog.naver.com/location_info/224328748452 | https://blog.naver.com/shbg0226/224334350706 | https://blog.naver.com/fridaysol/224328795546
st_06300,맨끝줄소년,인터불고엑스코,S,3,3,37.5,https://blog.naver.com/hsc_one1/224328644101 | https://blog.naver.com/shbg0226/224334350706 | https://blog.naver.com/redmee2/224331023687
st_06277,맨끝줄소년,대신아파트,A,2,2,25.0,https://blog.naver.com/xowk4fkd/224340439678 | https://blog.naver.com/redmee2/224331023687
st_06278,맨끝줄소년,레스케이프 마크 다모르,A,2,2,25.0,https://blog.naver.com/urbanchick8401/224331067469 | https://blog.naver.com/redmee2/224331023687
st_06275,맨끝줄소년,보타닉파크웨딩,A,2,2,25.0,https://blog.naver.com/hiboom/224349712584 | https://blog.naver.com/xowk4fkd/224340439678
st_20460,맨 끝줄 소년,한국지도자아카데미,A,2,2,25.0,https://blog.naver.com/shbg0226/224334350706 | https://blog.naver.com/redmee2/224331023687
st_06412,멋진신세계,경복궁,S,10,10,100.0,https://blog.naver.com/btac228kc/224308591936 | https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/alchemist_s/224280219607
st_06407,멋진신세계,청계천,S,7,8,70.0,https://blog.naver.com/vhrwnsu17/224333988233 | https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/alchemist_s/224280219607
st_06413,멋진신세계,창덕궁,S,6,6,60.0,https://blog.naver.com/btac228kc/224308591936 | https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/buja1202/224281972266
st_06384,멋진신세계,영문빌딩,S,5,5,50.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/alchemist_s/224280238704 | https://blog.naver.com/buja1202/224281972266
st_06414,멋진신세계,이노88타워,S,5,5,50.0,https://blog.naver.com/btac228kc/224308591936 | https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/buja1202/224281972266
st_06469,멋진신세계,전주향교,S,5,5,50.0,https://blog.naver.com/btac228kc/224308591936 | https://blog.naver.com/petergeba2/224280172810 | https://blog.naver.com/buja1202/224281972266
st_06415,멋진신세계,서순라길,S,4,4,40.0,https://blog.naver.com/btac228kc/224308591936 | https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/seoulwalkguide/224294603619
st_06408,멋진신세계,서울역사박물관,S,4,4,40.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/alchemist_s/224280219607 | https://blog.naver.com/buja1202/224281972266
st_06479,멋진신세계,토끼섬,S,4,3,40.0,https://blog.naver.com/alchemist_s/224295015219 | https://blog.naver.com/hsc_one1/224300648179 | https://blog.naver.com/buja1202/224281972266
st_06370,멋진신세계,부안영상테마파크,S,3,3,30.0,https://blog.naver.com/buja1202/224281972266 | https://blog.naver.com/clcompany/224310119233 | https://blog.naver.com/tlsqhtjs20/224291107437
st_06481,멋진신세계,성읍녹차동굴,S,3,3,30.0,https://blog.naver.com/sk57533/224338621230 | https://blog.naver.com/hsc_one1/224300648179 | https://blog.naver.com/buja1202/224281972266
st_06474,멋진신세계,엠버퓨어힐 호텔&리조트 제주,S,3,3,30.0,https://blog.naver.com/alchemist_s/224295015219 | https://blog.naver.com/airuth/224296463705 | https://blog.naver.com/hsc_one1/224294848908
st_06381,멋진신세계,여의도한강공원,S,3,3,30.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/petergeba2/224280172810 | https://blog.naver.com/buja1202/224281972266
st_06429,멋진신세계,파라다이스시티 아트파라디소,S,3,3,30.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/clcompany/224310119233 | https://blog.naver.com/dramovist/224273169721
st_06410,멋진신세계,KT광화문빌딩,A,2,2,20.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/clcompany/224310119233
st_06435,멋진신세계,계산시장,A,2,2,20.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/buja1202/224281972266
st_06419,멋진신세계,그랜드 워커힐 서울 더파빌리온,A,2,2,20.0,https://blog.naver.com/wooslov/224293972175 | https://blog.naver.com/buja1202/224281972266
st_06396,멋진신세계,남산타워,A,2,2,20.0,https://blog.naver.com/buja1202/224281972266 | https://blog.naver.com/dbsdmsdud2/224358226049
st_06403,멋진신세계,삼순이계단,A,2,2,20.0,https://blog.naver.com/hs21589/224313183414 | https://blog.naver.com/wooslov/224326799604
st_06432,멋진신세계,서울이엔지 삼월주유소,A,2,2,20.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/buja1202/224281972266
st_06466,멋진신세계,신두리해수욕장,A,2,2,20.0,https://blog.naver.com/hs21589/224296194061 | https://blog.naver.com/alchemist_s/224295015219
st_06395,멋진신세계,열정갈비 본점,A,2,2,20.0,https://blog.naver.com/ciuils/224294095823
st_06457,멋진신세계,용인대장금파크,A,2,2,20.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/hs21589/224305063918
st_06447,멋진신세계,이마트 파주운정점,A,2,2,20.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/buja1202/224281972266
st_06465,멋진신세계,콩두부한식(재개발),A,2,2,20.0,https://blog.naver.com/buja1202/224281972266 | https://blog.naver.com/alchemist_s/224301335843
st_06383,멋진신세계,한강에서만난인어공주,A,2,2,20.0,https://blog.naver.com/buja1202/224281972266 | https://blog.naver.com/hs21589/224312093665
st_06445,멋진신세계,홍원연수원,A,2,2,20.0,https://blog.naver.com/ciuils/224294095823 | https://blog.naver.com/buja1202/224281972266
st_06454,멋진신세계,화성행궁,A,2,2,20.0,https://blog.naver.com/btac228kc/224308591936 | https://blog.naver.com/ciuils/224294095823
mv_1738,명량,울돌목,S,20,26,100.0,https://blog.naver.com/sskmthjh1309/224355818033 | https://blog.naver.com/jy_dami/224016061856 | https://blog.naver.com/parksw1004/224360861925
mv_1739,명량,우수영국민관광지,S,6,10,30.0,https://blog.naver.com/sskmthjh1309/224355818033 | https://blog.naver.com/jy_dami/224016061856 | https://blog.naver.com/parksw1004/224360861925
mv_1737,명량,청해포구촬영장,A,5,5,25.0,https://blog.naver.com/minino0100/224335081041 | https://blog.naver.com/gatarina402/220458456514 | https://blog.naver.com/travelnews/224308375828
mv_1735,명량,광양항 해양공원,A,3,2,15.0,https://blog.naver.com/cjscjs0213/222155253660 | https://blog.naver.com/gwangyangsi/221732538213 | https://blog.naver.com/gwangyangsi/223068249959
st_20476,모범택시,쌍용반점,A,2,2,100.0,https://blog.naver.com/kykkklove/222370992456 | https://blog.naver.com/gunsanpr/224302743466
st_06776,모범택시1,문화교통,S,4,3,100.0,https://blog.naver.com/shushu9988/223026652335 | https://blog.naver.com/redmee2/224091647432 | https://blog.naver.com/ryu71s/224084908480
st_06917,모범택시3,문화교통,S,9,7,100.0,https://blog.naver.com/redmee2/224091647432 | https://blog.naver.com/buja1202/224083865201 | https://blog.naver.com/shushu9988/223026652335
st_06993,모범택시3,신선중학교,S,8,7,88.9,https://blog.naver.com/buja1202/224083865201 | https://blog.naver.com/dance8090/224084292083 | https://blog.naver.com/redmee2/224083743401
st_06962,모범택시3,대성사,S,4,4,44.4,https://blog.naver.com/petua413/224136676760 | https://blog.naver.com/recordaday_/224124800966 | https://blog.naver.com/location_info/224126393949
st_06990,모범택시3,로또분식,S,4,3,44.4,https://blog.naver.com/buja1202/224083865201 | https://blog.naver.com/ryu71s/224084908480 | http://blog.naver.com/ryu71s/224084908480
st_06967,모범택시3,부남해변,S,4,3,44.4,https://blog.naver.com/ryu71s/224084908480 | https://blog.naver.com/lovefox0930/224140103623 | http://blog.naver.com/ryu71s/224084908480
st_06996,모범택시3,감지해변,S,3,3,33.3,https://blog.naver.com/buja1202/224083865201 | https://blog.naver.com/smart-shopping-guide/224087616887 | https://blog.naver.com/elon0119/224086761956
st_06968,모범택시3,정북동 토성,S,3,3,33.3,https://blog.naver.com/daily_life2025/224363991797 | https://blog.naver.com/recordaday_/224108770414 | https://blog.naver.com/dhrfo01404/224110064478
st_06991,모범택시3,부산항연안여객터미널,A,3,2,33.3,https://blog.naver.com/ryu71s/224084908480 | http://blog.naver.com/ryu71s/224084908480 | https://blog.naver.com/smart-shopping-guide/224087616887
st_06978,모범택시3,군산초등학교,A,2,2,22.2,https://blog.naver.com/buja1202/224083865201 | https://blog.naver.com/hsc660312/224043283206
st_06970,모범택시3,디오토몰,A,2,2,22.2,https://blog.naver.com/buja1202/224083865201 | https://blog.naver.com/hsc_one1/224087165616
st_07267,무빙,양다방,S,17,17,100.0,https://blog.naver.com/kimbobob123/223326371570 | https://blog.naver.com/apolo1111/223619869602 | https://blog.naver.com/jejulog1102/224077084270
st_20496,무빙,세명대학교,A,3,3,17.6,https://blog.naver.com/boy8439/223188348619 | https://blog.naver.com/yungizzang_/223254500192 | https://blog.naver.com/hs21589/223880041737
st_07241,무빙,(구)홍성여자고등학교,A,2,2,11.8,https://blog.naver.com/sinmunman/224286686219 | https://blog.naver.com/redmee2/223399902465
st_07226,무빙,자유공원남로,A,2,2,11.8,https://blog.naver.com/orangegaon/223227144624 | https://blog.naver.com/brown13/223248599299
st_20143,미스터 션샤인,글로리호텔,S,27,28,100.0,https://blog.naver.com/ramm__i/222693136545 | https://blog.naver.com/log1129/222814202625 | https://blog.naver.com/nklee-/224340487297
st_20148,미스터 션샤인,한성전기,S,12,13,44.4,https://blog.naver.com/log1129/222814202625 | https://blog.naver.com/nklee-/224340487297 | https://blog.naver.com/musi_nam/224050361239
st_20150,미스터 션샤인,원수부(양품점),S,12,12,44.4,https://blog.naver.com/log1129/222814202625 | https://blog.naver.com/nklee-/224340487297 | https://blog.naver.com/musi_nam/224050361239
st_20144,미스터 션샤인,홍예문(홍예교),S,11,11,40.7,https://blog.naver.com/musi_nam/224050361239 | https://blog.naver.com/kji206/224294610907 | https://blog.naver.com/js_yc/224315613971
st_20153,미스터 션샤인,해드리오,S,10,12,37.0,https://blog.naver.com/log1129/222814202625 | https://blog.naver.com/musi_nam/224050361239 | https://blog.naver.com/yeohee__/224294698086
st_20152,미스터 션샤인,불란셔제빵소,A,6,7,22.2,https://blog.naver.com/ramm__i/222693136545 | https://blog.naver.com/nklee-/224340487297 | https://blog.naver.com/sinmunman/224082907104
st_20157,미스터 션샤인,전당포,A,5,7,18.5,https://blog.naver.com/sinmunman/224082907104 | https://blog.naver.com/oblove3/224088093671 | https://blog.naver.com/ay5870/223207081590
st_20149,미스터 션샤인,대안문,A,5,5,18.5,https://blog.naver.com/oblove3/224088093671 | https://blog.naver.com/bomool5074/223520833525 | https://blog.naver.com/tourjeonju/221437272598
st_20151,미스터 션샤인,동매집,A,5,5,18.5,https://blog.naver.com/ramm__i/222693136545 | https://blog.naver.com/yeohee__/224294698086 | https://blog.naver.com/remake_travel/223256665664
st_20156,미스터 션샤인,마당집,A,4,5,14.8,https://blog.naver.com/log1129/222814202625 | https://blog.naver.com/yeohee__/224294698086 | https://blog.naver.com/bomool5074/223520833525
st_20154,미스터 션샤인,경의선,A,4,4,14.8,https://blog.naver.com/oblove3/224088093671 | https://blog.naver.com/bomool5074/223520833525 | https://blog.naver.com/mee0102/221480484895
st_20147,미스터 션샤인,한약방,A,3,3,11.1,https://blog.naver.com/sinmunman/224082907104 | https://blog.naver.com/mee0102/221480484895 | https://blog.naver.com/angela3642/224148662809
st_20145,미스터 션샤인,화월루,A,3,3,11.1,https://blog.naver.com/dlxhfl92/224348498993 | https://blog.naver.com/remake_travel/223256665664 | https://blog.naver.com/suk4408/221811675910
st_07459,미지의서울,반포한강공원,S,14,12,100.0,https://blog.naver.com/whitesocks_calico/223876288100 | https://blog.naver.com/skycis1234/223860896653 | https://blog.naver.com/bladekwon/223870022978
st_07396,미지의서울,동작대교,S,13,10,92.9,https://blog.naver.com/whitesocks_calico/223876288100 | https://blog.naver.com/redmee2/223874701777 | https://blog.naver.com/hsc_one1/223877771410
st_07402,미지의서울,을지로(1),S,8,7,57.1,https://blog.naver.com/hsc_one1/223877771410 | https://blog.naver.com/hsc_one1/223885660263 | https://blog.naver.com/wpssk128/223926989647
st_07412,미지의서울,광통교,S,8,7,57.1,https://blog.naver.com/whitesocks_calico/223876288100 | https://blog.naver.com/skycis1234/223860896653 | https://blog.naver.com/bladekwon/223870022978
st_07399,미지의서울,서울역(15번출구쪽),S,8,6,57.1,https://blog.naver.com/whitesocks_calico/223876288100 | https://blog.naver.com/hsc_one1/223877771410 | https://blog.naver.com/iul_kr/223878249516
st_07389,미지의서울,맨홀커피,S,7,6,50.0,https://blog.naver.com/hsc_one1/223885660263 | https://blog.naver.com/yellownote_25/223892641086 | https://blog.naver.com/mlkway153/223885887290
st_07407,미지의서울,은행회관,S,7,6,50.0,https://blog.naver.com/hsc_one1/223877771410 | https://blog.naver.com/7777yesyes/223877830281 | https://blog.naver.com/redmee2/223881827943
st_07474,미지의서울,백금당,S,6,5,42.9,https://blog.naver.com/redmee2/223883960558 | https://blog.naver.com/7777yesyes/223877830281 | http://blog.naver.com/somedayview/223882671323
st_07502,미지의서울,수북초등학교,S,6,5,42.9,https://blog.naver.com/whitesocks_calico/223876288100 | https://blog.naver.com/7777yesyes/223877830281 | http://blog.naver.com/somedayview/223882671323
st_07506,미지의서울,가은고등학교,S,6,4,42.9,https://blog.naver.com/7777yesyes/223877830281 | https://blog.naver.com/location_info/223891872109 | http://blog.naver.com/somedayview/223882671323
st_07489,미지의서울,가야산,S,5,4,35.7,https://blog.naver.com/redmee2/223892077047 | https://blog.naver.com/hsc_one1/223892094034 | https://blog.naver.com/rhkrtjdaks1/224336268930
st_07425,미지의서울,감고당길(1),S,5,4,35.7,https://blog.naver.com/wpssk128/223926989647 | https://blog.naver.com/ycombinator/224261027981 | https://blog.naver.com/120seoulcall/223927025939
st_07501,미지의서울,아산초등학교,A,5,2,35.7,https://blog.naver.com/hsc_one1/223892094034 | https://blog.naver.com/hsc_one1/223907443733 | https://blog.naver.com/hsc_one1/223899702264
st_07461,미지의서울,서울중앙지방법원,A,4,3,28.6,https://blog.naver.com/7777yesyes/223877830281 | http://blog.naver.com/somedayview/223882671323 | http://blog.naver.com/elon0119/223877254793
st_07453,미지의서울,성수낙낙,A,4,3,28.6,https://blog.naver.com/hsc_one1/223885660263 | https://blog.naver.com/wpssk128/223926989647 | https://blog.naver.com/120seoulcall/223927025939
st_07391,미지의서울,다이어메이커 문래,A,3,2,21.4,https://blog.naver.com/hsc_one1/223877771410 | https://blog.naver.com/iul_kr/223878249516 | http://blog.naver.com/iul_kr/223878249516
st_07408,미지의서울,명동고로케,A,3,2,21.4,https://blog.naver.com/wpssk128/223926989647 | https://blog.naver.com/120seoulcall/223927025939 | http://blog.naver.com/wpssk128/223926989647
st_07375,미지의서울,증산동 골목,A,3,2,21.4,https://blog.naver.com/iul_kr/223878249516 | https://blog.naver.com/7777yesyes/223877830281 | http://blog.naver.com/iul_kr/223878249516
st_07372,미지의서울,쏭타이치앙마이 마곡직영점,A,2,2,14.3,https://blog.naver.com/project_pop/223998380485 | https://blog.naver.com/project_pop/223956586205 | https://blog.naver.com/location_info/223891872109
st_07478,미지의서울,달맞이농원,A,2,2,14.3,https://blog.naver.com/nanablast88/223903967033 | https://blog.naver.com/hsc_one1/223899702264
st_07500,미지의서울,백산고등학교,A,2,2,14.3,http://blog.naver.com/elon0119/223877254793 | https://blog.naver.com/location_info/223877041263
st_07392,미지의서울,비닐하우스,A,2,2,14.3,https://blog.naver.com/bitcoin11/223873433498 | https://blog.naver.com/location_info/223877041263
st_07479,미지의서울,업힐로드,A,2,2,14.3,https://blog.naver.com/nanablast88/223903967033 | https://blog.naver.com/hsc_one1/223899702264
st_07497,미지의서울,자연애마트 부여점,A,2,2,14.3,http://blog.naver.com/elon0119/223877254793 | https://blog.naver.com/location_info/223877041263
st_07382,미지의서울,준무 연남,A,2,2,14.3,https://blog.naver.com/nanablast88/223903967033 | https://blog.naver.com/hsc_one1/223899702264
mv_2273_01,밀정,합천영상테마파크,S,16,16,100.0,https://blog.naver.com/gusel93/224284367709 | https://blog.naver.com/unviajero/224278971306 | https://blog.naver.com/leeggu6791/224342555841
st_20508,반짝이는 워터멜론,전북대학교,S,6,6,100.0,https://blog.naver.com/banssi0095/224291453903 | https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/rbdls1236/223239826387
st_07767,반짝이는워터멜론,이월드,S,5,5,83.3,https://blog.naver.com/storyclass/223257090932 | https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/rbdls1236/223239826387
st_07721,반짝이는워터멜론,배재고등학교,S,4,4,66.7,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/rbdls1236/223239826387 | https://blog.naver.com/redmee2/223228203848
st_07773,반짝이는워터멜론,신선대,S,4,3,66.7,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/redmee2/223598712771 | http://blog.naver.com/davidhan-2020/223350196360
st_07757,반짝이는워터멜론,제민천,S,3,4,50.0,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/kago84/224057098670 | https://blog.naver.com/cyber_gongju/224239511829
st_07752,반짝이는워터멜론,봉봉방앗간,S,3,3,50.0,https://blog.naver.com/banssi0095/224291453903 | https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/redmee2/223222885505
st_07760,반짝이는워터멜론,봉황재 한옥,A,2,2,33.3,https://blog.naver.com/ami1762/223598061283 | http://blog.naver.com/redmee2/223227853570 | https://blog.naver.com/redmee2/223227853570
st_07708,반짝이는워터멜론,고바우,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/fpass1214_/223244007809
st_07755,반짝이는워터멜론,기타매장퀸악기점,A,2,2,33.3,https://blog.naver.com/yelloce/223233551442 | https://blog.naver.com/redmee2/223265642466
st_07746,반짝이는워터멜론,남이섬,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/namipr/223869373425
st_07749,반짝이는워터멜론,명주동,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/redmee2/223222885505
st_07699,반짝이는워터멜론,세븐틴벌스데이,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/fpass1214_/223244007809
st_07693,반짝이는워터멜론,우리마트,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/fpass1214_/223244007809
st_07765,반짝이는워터멜론,전북대 앞,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/fpass1214_/223244007809
st_07754,반짝이는워터멜론,증평역,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/redmee2/223259816740
st_07695,반짝이는워터멜론,팬엔터테인먼트 사옥,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/fpass1214_/223244007809
st_07731,반짝이는워터멜론,화적연,A,2,2,33.3,https://blog.naver.com/hsc_one1/223221568067 | https://blog.naver.com/jaerongnuna/224190628504
mv_5816_07,범죄도시2,월곡마트,A,2,2,100.0,https://blog.naver.com/sentines88/222738748797 | https://blog.naver.com/imp2254/222792282305
