id,place_name,google_place_id,google_url,photo_url,google_lat,google_lng,match_confidence,matched_name,matched_address
st_19068,만물슈퍼옆,ChIJRVcyK7SjfDUR71wOZon0yLQ,https://maps.google.com/?cid=13026930793129073903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjCCyAGYhIRHkLZ-ffRI805iDKE5Q7On1IdJp2YtaHvzuXHsf1E8bekDX_8te2yQpRTmaUDl6av5lT3d7OpwM2VKa1MmjvM1lXMMVXhoudcB_hsiC8nLp8x_P5fAzA6TJwObJWP0cG9rSgDcpg=s4800-w800,37.5646525,127.0318144,high,만물슈퍼,대한민국 서울특별시 성동구 왕십리로28길 12
st_19069,원진성형외과,ChIJgSM-D1mhfDURO0MPcPKSZO4,https://maps.google.com/?cid=17178016448657703739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjCC11kWtztIUXi4okqRCSmH71yPyk-I4QoTKyYVQTaRFlOzDyICtAOi0hEEkSdBki0I_sld6KxwUy15ZI8TBb5FzKZacVlDlXQp9v51gl1ob3I7A3CS9nQMB-fUAHqNHqPsvb62nRb62xfwh5XE7MiKqA=s4800-w800,37.4998043,127.02627629999999,high,원진성형외과의원,대한민국 서울특별시 서초구 서초동 1306-6 파고다빌딩 12~18F
st_19070,오목공원,ChIJV3ssh4OefDURshC9_6Snz2s,https://maps.google.com/?cid=7768612209344450738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjB2zLMJKgx0wXTR2SVhU8NfpblzPysyVO463t0zFhOtNhUvOb6f1rPuetbsfIhcosrDCTq3baU6fSO5IqRB2S6x2fbW3m0eArliouXvDN3XMoCzfQlND-a9bwQ2UGt2H4xrcoGXQ-cGom8WAg=s4800-w800,37.527975,126.87328249999999,high,오목공원,대한민국 서울특별시 양천구 목동서로 159-2
st_19072,KDB산업은행앞,ChIJrx8mWSOffDURTsE26BZLXss,https://maps.google.com/?cid=14654232799267438926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,37.5270802,126.92082450000001,low,KDB산업은행 본점,대한민국 서울특별시 영등포구 은행로 14
st_19073,이마트여의도점앞,ChIJT_dihxaffDURqFMlvknX40Q,https://maps.google.com/?cid=4964047926015120296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjBandb2H_rL7FTrOcdxdWT5tpJWtTjFqukkoEgPS__OX_ezTBehDJahIh8t4aBj3Je8_crA9C-r-9sCLsqhHbldLZ2pdWa9ek6PNae6vDrubb0pf4cN2fFBlag9CRKLbR0-O7xLj2VVWXVR3_Y=s4800-w800,37.5187455,126.92642470000001,high,이마트 여의도점,대한민국 서울특별시 영등포구 여의동로3길 10
st_19074,산호아파트C동,ChIJjYAXgquYfDUR6GpAMNE_i4s,https://maps.google.com/?cid=10055200760725007080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,37.5331504,126.9491114,mid,C 산호아파트,대한민국 서울특별시 원효로제2동 C 산호아파트
st_19076,단군성전앞,ChIJuRj-RZeifDUR7vp6ULe_1fE,https://maps.google.com/?cid=17426045127230159598&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjA0JxTgrOXyZL-qxgsW02OEvTL-T8mjGAaHMup1vI44kw39AZ7hqkuP2x6-8j67Razg1qzxN7QxgE1kseKetikghFHng7B8ojcUYzErdmDmt1COwGq8_2TNGtpharnrab3OcxVN5HXEF8HOd2E=s4800-w800,37.5760676,126.96571549999999,high,단군성전,대한민국 서울특별시 종로구 인왕산로 22
st_19077,신세계백화점,ChIJGXh8WPGifDURZOTN-wc3Tdc,https://maps.google.com/?cid=15514116798790100068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjAP-4FbtdB358sNQchYrVQWvr8szVnOeVpR6AEIFvf0xGGKE0DJUgpRTKVSwu0VhACuyAMQiE5XroC-GSZx-SCTPCZdxJhlO6fGGuZD5ypZ6JAdVxRp0IexBiYv_3GJF7BzKxPkJvMgXpXJmw=s4800-w800,37.56092230000001,126.98113889999999,high,신세계백화점 본점,대한민국 서울특별시 중구 소공로 63
st_19692,서울식당,ChIJlXarVQCjfDURm2H-PyCE6Y4,https://maps.google.com/?cid=10297907297006805403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjBzk2X2b4ll6YHqLMPX298T8W3tqh-VtFyHlPh3GUuAg8b8kixKujAHjYGKz3NfrYZ2EouITC9cD94V7omTRp1XuGE7obMI8P3MB53w20Fea4OvB8-7mybTwQm5ajPQYyLciN0nMYIJzuN9zg=s4800-w800,37.5739801,127.0036592,mid,서울식당,대한민국 서울특별시 종로구 율곡로14길 50
st_19693,커피베이,ChIJgWjD5j-ffDURREHhijIE7gk,https://maps.google.com/?cid=715514005923381572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjD754omlGAazPe0GR4_VgrK-PmyLoP6lKyZWjWo_iko-T9waM3on96_4Y1IbLf68lcbBCCDMMGueGHnkSStk75LAgYQmOy3mpAd3U-KynpnBPtJ6OlfGfaBl-UC03WulM24ij6XzlNdxHck65k=s4800-w800,37.484688999999996,126.8996779,mid,커피베이 구로디지털단지점,대한민국 서울특별시 구로구 디지털로32나길 17-22 1층
st_19696,구룡근린공원,ChIJ25Rs8TuZfDUR9-FPnL6EzRw,https://maps.google.com/?cid=2075460957488800247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://lh3.googleusercontent.com/place-photos/AG9NLjAFv7hGp4y5e_vUQNRjo8suwj7F44DEoBnou-cUx9IOFOAWWO0l3FlEMDIH_Fw8Km28AmZsQ4uCdb_7qrIQvyjNaD6SouipkwR-aeJEhC--rR-PubrizU_jjUglghpuaRV894SnxmLVSGud=s4800-w800,37.5828837,126.88372670000001,high,구룡근린공원,대한민국 서울특별시 마포구 월드컵북로 456
