place_name,place_address,photo_url,status
종달논길,제주 제주시 구좌읍 종달논길 48,,no_photo
삼달하동로31번길,제주 서귀포시 성산읍 삼달하동로31번길 23,,no_photo
삼달하동로32번길,제주 서귀포시 성산읍 삼달하동로32번길 16,,no_photo
일주서로,제주 서귀포시 일주서로 157,,no_photo
일과2리경로당,제주 서귀포시 대정읍 서림로 18,,no_photo
청라대로,인천 서해구 청라동 106-4,,no_photo
솔빛로,인천 서해구 솔빛로 82,,no_photo
청라힐스테이트 정류장(42987),인천 서해구 청라한내로 7,,no_photo
솔빛로 횡단보도,인천 서해구 청라동 103-20,,no_photo
AIT센터,인천 연수구 송도과학로 80,,no_photo
감내1로,부산 사하구 감내1로 249,,no_photo
세검초등학교 정류장,서울 종로구 진흥로 497,,no_photo
비담,서울 종로구 북촌로8길 5,,no_photo
용구대로,경기 용인시 기흥구 죽현로 8-22,,no_photo
인천골목,인천 제물포구 송현공원로 92,,no_photo
시장거리길,경기 파주시 파주읍 시장거리길 54,,no_photo
백양빌딩,경기 고양시 덕양구 화신로260번길 31,,no_photo
최명희길,전북 전주시 완산구 최명희길 17-5,,no_photo
센텀서로,부산 해운대구 센텀중앙로 55,,no_photo
천사의날개,서울 용산구 이태원동 116-18,,no_photo
광명신우연립,경기 광명시 가림로215번길 19,,no_photo
충현슈퍼,서울 중구 동호로17길 105,,no_photo
월드컵북로,서울 마포구 상암동 1715,,no_photo
월드컵북로44길(4),서울 마포구 월드컵북로44길 76-10,,no_photo
GS25 대륭포스트점,서울 구로구 디지털로 306,,no_photo
새창로42길,서울 용산구 새창로42길 8,,no_photo
영흥북로35번길(1),인천 옹진군 영흥면 영흥북로35번길 39,,no_photo
영흥북로35번길(2),인천 옹진군 영흥면 내리 5-51,,no_photo
영흥북로,인천 옹진군 영흥면 영흥북로 47,,no_photo
미래로,경기 고양시 일산서구 대화동 121-23,,no_photo
송포로,경기 고양시 일산서구 대화동 1966-15,,no_photo
행당로,경기 고양시 덕양구 행당로 24-12,,no_photo
강매로,경기 고양시 덕양구 강매동 650-1,,no_photo
아라육로152번길,경기 김포시 고촌읍 아라육로152번길 100,,no_photo
세움프라자,경기 남양주시 다산중앙로19번길 9,,no_photo
다산순환로,경기 남양주시 다산동 6273-2,,no_photo
다산중앙로(2),경기 남양주시 다산중앙로 132,,no_photo
평화로,강원 춘천시 근화동 590-9,,no_photo
중앙로77번길,강원 춘천시 중앙로77번길 41,,no_photo
(구)광주교도소,전남광주통합특별시 북구 문흥동 88-1,,no_photo
장흥교도소,전남광주통합특별시 장흥군 용산면 장흥대로 2667,,no_photo
나래하우스,부산 기장군 일광읍 이동길 15,,no_photo
일광로,부산 기장군 일광읍 일광로 236,,no_photo
봉래나루로,부산 영도구 봉래나루로 182,,no_photo
성산로22길 지하도,서울 서대문구 창천동 84-88,,no_photo
산울림피아노,경기 의정부시 호국로1291번길 10,,no_photo
유승앙브와즈101동 정류장,경기 파주시 탄현면 법흥리 1761-2,,no_photo
디앤베이지,경기 파주시 책향기로 243,,no_photo
활자마을 정류장,경기 파주시 신촌동 736-2,,no_photo
옥천파출소,경기 양평군 옥천면 옥천길 27,,no_photo
경화,인천 제물포구 제물량로232번안길 23,,no_photo
카페 나인티플러스,인천 제물포구 신포로23번길 80-1,,no_photo
제물량로335번길,인천 제물포구 제물량로335번길 57,,no_photo
만석부두로6번길,인천 제물포구 만석부두로6번길 14-1,,no_photo
강화경찰서,인천 강화군 동문안길 17,,no_photo
해명초등학교,인천 강화군 삼산면 삼산남로 345,,no_photo
동해안로,경북 경주시 감포읍 동해안로 2546,,no_photo
행암동종점 정류장,경남 창원시 진해구 행암동 153-4,,no_photo
마곡중앙2로,서울 강서구 마곡동 801-14,,no_photo
유진빌딩,서울 영등포구 국제금융로 24,,no_photo
삼흥빌딩,서울 서초구 사평대로 373,,no_photo
미사테스타타워,경기 하남시 미사강변서로 25,,no_photo
정통춘천닭갈비 안산점,경기 안산시 상록구 송호3길 4,,no_photo
강남구수어통역센터,서울 강남구 학동로 343,,no_photo
중앙로,경기 양평군 양평읍 중앙로 112,,no_photo
동안로159번길,경기 안양시 동안구 동안로159번길 26,,no_photo
방아머리로,경기 안산시 단원구 사근여길 23,,no_photo
네모,경기 성남시 수정구 창업로 17,,no_photo
한솔빌라,서울 마포구 성미산로29안길 6,,no_photo
망원2치안센터,서울 마포구 월드컵로31길 18,,no_photo
연세로4길,서울 서대문구 연세로4길 39,,no_photo
마포대로,서울 마포구 마포대로 180,,no_photo
CU공덕미네뜨점,서울 마포구 만리재로 111,,no_photo
평창30길,서울 종로구 평창30길 66,,no_photo
삼성철물,서울 동대문구 한천로 439,,no_photo
정릉골,서울 성북구 솔샘로15가길 50-4,,no_photo
모퉁이우 하이테이블,서울 강남구 도산대로 150,,no_photo
인천석정초등학교,인천 남동구 석정로539번길 32,,no_photo
영락경로원,경기 하남시 안터로 55-1,,no_photo
미사강변대로,경기 하남시 선동 442,,no_photo
덕풍중학교,경기 하남시 덕풍북로71번길 10,,no_photo
공도초등학교,경기 안성시 공도읍 공도1로 9,,no_photo
갈남길,강원 삼척시 원덕읍 갈남길 90,,no_photo
솔랑시울길,대전 동구 솔랑시울길 38,,no_photo
동대전로104번길,대전 동구 동대전로104번길 33-18,,no_photo
도산대로30길,서울 강남구 도산대로 210,,no_photo
동서빌딩,서울 강남구 도곡로 448,,no_photo
햇내로안길,인천 영종구 햇내로안길 24,,no_photo
인중로,인천 제물포구 항동1가 5-40,,no_photo
태양악기사,인천 미추홀구 경인로 120,,no_photo
수봉안로85번길,인천 미추홀구 숭의동 8-39,,no_photo
CU 전곡팔미점,경기 연천군 전곡읍 전곡로196번길 20,,no_photo
은전로 지하도,경기 연천군 전곡읍 은대리 574-3,,no_photo
순이네한식부페,경기 김포시 대곶면 율마로 144,,no_photo
장안로385번길 횡단보도,경기 수원시 장안구 이목동 307-2,,no_photo
월드컵대로308번길,대전 유성구 월드컵대로308번길 20,,no_photo
새롬고등학교,세종 새롬서로 68,,no_photo
나성로,세종 나성로 38,,no_photo
옛 장흥교도소,전남광주통합특별시 장흥군 장흥읍 원도리 191,,no_photo
북가좌파출소,서울 서대문구 응암로1길 13,,no_photo
연희상가아파트,서울 서대문구 증가로 61,,no_photo
월드컵북로58길,서울 마포구 상암동 1594,,no_photo
상암산로,서울 마포구 상암산로 76,,no_photo
와우산로27길,서울 마포구 와우산로27길 68,,no_photo
코너136,서울 마포구 양화로 136,,no_photo
월드컵로5길,서울 마포구 월드컵로5길 8,,no_photo
한강대로62길,서울 용산구 한강대로62길 50,,no_photo
새창로,서울 용산구 새창로 157-1,,no_photo
새창로50길,서울 용산구 새창로46길 11,,no_photo
연안아파트 상가,인천 제물포구 축항대로 234,,no_photo
세이브모텔,인천 제물포구 연안부두로21번길 11-7,,no_photo
명품텔레콤,경기 고양시 일산서구 일중로 59,,no_photo
세븐일레븐 일산강선마을1단지점,경기 고양시 일산서구 대산로 102,,no_photo
노량진로26길,서울 동작구 노량진로26길 61,,no_photo
건국빌딩,서울 종로구 인사동4길 17,,no_photo
에어조이,인천 영종구 공항로424번길 36,,no_photo
보산새마을금고 본점,경기 동두천시 평화로 2546,,no_photo
진용로,전북 진안군 용담면 월계리 산 49-2,,no_photo
줄포리,전북 부안군 줄포면 줄포1길 16,,no_photo
남부안농협 줄포지점,전북 부안군 줄포면 줄포7길 3,,no_photo
삼성마트,전북 부안군 줄포면 줄포중앙로 29,,no_photo
월드컵북로58길,서울 마포구 상암동 1703,,no_photo
경인로74길,서울 영등포구 경인로76길 14,,no_photo
광진어린이공연장,서울 광진구 능동로 400,,no_photo
센터필드 교차로,서울 강남구 역삼동 804,,no_photo
마리아유치원,인천 계양구 임학서로42번길 17,,no_photo
방아머리로,경기 안산시 단원구 대부북동,,no_photo
한도로,제주 서귀포시 성산읍 오조리 2-5,,no_photo
행운맨션,경기 성남시 중원구 희망로375번길 22,,no_photo
놀뫼시민장례원,충남 논산시 원댕이길 12,,no_photo
플레르다솔,서울 송파구 삼전로 85,,no_photo
에어로피스,경기 김포시 대곶면 천호로 210,,no_photo
우주공원.코스맥스 정류장,경기 성남시 분당구 판교로 255,,no_photo
유주별장,경기 양평군 단월면 통골길 24,,no_photo
타샤의아침,경기 양평군 용문면 연수로458번길 44,,no_photo
봉의산길,강원 춘천시 봉의산길 45,,no_photo
북아현치안센터,서울 서대문구 북아현로 59-1,,no_photo
국민기획,서울 중구 을지로18길 21,,no_photo
경일의료기,서울 종로구 종로 140,,no_photo
종로22길,서울 종로구 종로22길 12,,no_photo
한성전자,서울 종로구 종로22길 14-1,,no_photo
돈화문로4길,서울 종로구 돈화문로4길 23,,no_photo
수진사,서울 종로구 창신길 54,,no_photo
고산자로58길,서울 동대문구 고산자로58길 22,,no_photo
고산자로56길,서울 동대문구 고산자로56길 13-1,,no_photo
효령로31길,서울 서초구 효령로31길 36,,no_photo
금강아케이드,서울 강남구 압구정로29길 68,,no_photo
우현로62길,인천 제물포구 경동 208-12,,no_photo
세일제화,부산 금정구 반송로 476-15,,no_photo
대평남로,부산 영도구 대평남로 72,,no_photo
혜인선박,부산 영도구 대평남로51번길 8-5,,no_photo
남부민동,부산 서구 남부민동,,no_photo
노량진로6길,서울 동작구 노량진로6길 45,,no_photo
60계치킨 서울회기점,서울 동대문구 회기로 154,,no_photo
강동대로,서울 송파구 풍납동 468-5,,no_photo
홍지문2길(좌우반전),서울 서대문구 홍지문2길 31,,no_photo
개미마을,서울 서대문구 세검정로4길 127,,no_photo
노량진로26길,서울 동작구 노량진로26길 16-6,,no_photo
노량진로30길,서울 동작구 노량진로32길 68,,no_photo
노량진로32길,서울 동작구 노량진로26길 65,,no_photo
"부암동주민센터,무계원 정류장(01138)",서울 종로구 창의문로 145,,no_photo
자양로,서울 광진구 자양로 112,,no_photo
동국빌리지,인천 제물포구 신포로35번길 54,,no_photo
또와분식,인천 제물포구 송림로99번길 21,,no_photo
친구네포차,인천 미추홀구 인주대로 184,,no_photo
알짜마트,인천 미추홀구 경인로 51,,no_photo
대승주택,인천 미추홀구 독정안길 55-5,,no_photo
용현시민유통,인천 미추홀구 독정이로16번길 14,,no_photo
신안물류,경기 양주시 백석읍 고릉말로 117-10,,no_photo
파리바게뜨 덕계역점,경기 양주시 회천중앙로 248,,no_photo
회천중앙로,경기 양주시 회천중앙로 236,,no_photo
덕계로,경기 양주시 덕계동 899,,no_photo
주엽로,경기 고양시 일산서구 한류월드로 300,,no_photo
한류월드로(1),경기 고양시 일산동구 장항동 1763-1,,no_photo
한류월드로(2),경기 고양시 일산동구 장항동 1770,,no_photo
월드고양로,경기 고양시 일산동구 장항동 1811,,no_photo
베베,경기 고양시 일산동구 무궁화로 31-17,,no_photo
무궁화로,경기 고양시 일산동구 무궁화로 11,,no_photo
망양로689번길,부산 동구 망양로689번길 3,,no_photo
봉원고가차도,서울 서대문구 대신동 143-14,,no_photo
한양아파트 E동쪽,서울 영등포구 여의도동 4-2,,no_photo
현대타운빌라10동,서울 구로구 오류로 62-15,,no_photo
장문로49길,서울 용산구 장문로49길 75,,no_photo
상오빌딩,서울 중구 퇴계로41길 29,,no_photo
삼양로173길,서울 강북구 삼양로173길 38,,no_photo
송현공원로,인천 제물포구 송현동 22-127,,no_photo
우현로67번길,인천 제물포구 우현로67번길 19,,no_photo
연무고등학교,충남 논산시 연무읍 동안로887번길 5,,no_photo
수정약국앞,전북 군산시 대학로 10,,no_photo
성일설비사앞,전북 군산시 대학로 11-1,,no_photo
민방위대피소앞 정류소,전북 군산시 중앙로1가 25-10,,no_photo
흥국생명 정류장,전북 전주시 덕진구 팔달로 299,,no_photo
흥국금융가족빌딩,전북 전주시 완산구 팔달로 295,,no_photo
팔달로(1),전북 전주시 완산구 팔달로 147-2,,no_photo
칠보중학교,전북 정읍시 칠보면 검단1길 53,,no_photo
대성고등학교(폐교),전북 고창군 대산면 고산성로 17,,no_photo
중앙미용실,경북 안동시 일직면 중앙통길 10,,no_photo
성남이로46번길,부산 동구 성남이로46번길 10-2,,no_photo
제원3차아파트,제주 제주시 신광로6길 38,,no_photo
바람부는언덕,제주 서귀포시 대정읍 최남단해안로 548-98,,no_photo
하계2치안센터,서울 노원구 공릉로55길 96,,no_photo
서울노원경찰서,서울 노원구 노원로 283,,no_photo
중앙공인중개사사무소,서울 마포구 양화로7길 20,,no_photo
카나,서울 마포구 토정로 303,,no_photo
연희주택,서울 서대문구 연희동 541-16,,no_photo
첼시하우스,서울 서대문구 증가로2길 39,,no_photo
산호아파트C동,서울 용산구 원효로 64,,no_photo
제이큐브빌딩,서울 강남구 학동로44길 29,,no_photo
성심한의원,서울 마포구 숭문길 182,,no_photo
금성하이츠빌라,서울 용산구 두텁바위로 102,,no_photo
포맨인테리어,서울 용산구 한강대로 347,,no_photo
다나약국,서울 용산구 후암동 105-69,,no_photo
사창리터미널,강원특별자치도 화천군 사내면 사창리,,no_photo
오윤카페(한낮에 커피 달밤에 맥주),경상북도 포항시 북구 청하면 청하로200번길 6,,no_photo
구 장흥교도소,전남 장흥군 장흥읍 원도리 191,,no_photo
애신의 집,충남 논산시 연무읍 봉황로 90,,no_photo
한약방,충남 논산시 연무읍 봉황로 90,,no_photo
한성전기,충남 논산시 연무읍 봉황로 90,,no_photo
해드리오,충남 논산시 연무읍 봉황로 90,,no_photo
독일약국,서울 마포구 도화4길 19 지원빌딩 1층,,no_photo
GVO 안산본점,경기 안산시 상록구 석호공원로 73,,no_photo
원미상가아파트,경기 부천시 원미구 조마루로398번길 56,,no_photo
마성 오픈세트장,경북 문경시 마성면 가은로 311-18,,no_photo
군산 내항 철도,전라북도 군산시 장미동,,no_photo
홍제동 개미마을,서울특별시 서대문구 세검정로4길 100-58 일대,,no_photo
오동나무집사철탕,서울특별시 송파구 송파대로37길 4-29,,no_photo
원미상가아파트,경기도 부천시 조마루로398번길 56,,no_photo
증약터널,충북 옥천군 군북면 증약리 산 69-2,,no_photo
해찬나래지하차도,인천 영종구 중산동 1974,,no_photo
원앙네거리,대전 서구 관저북로 14,,no_photo
조선대학교 본관,광주광역시 동구 조선대길 146,,no_photo
한남대학교 사범대학,대전광역시 대덕구 한남로 70,,no_photo
한남대학교 탈메이지기념관,대전광역시 대덕구 한남로 70,,no_photo
테헤란로86길·명진빌딩 앞,서울특별시 강남구 테헤란로86길 10,,no_photo
덕만이터널,강원특별자치도 춘천시 신동면 혈동리 산 142,,no_photo
그랑시티 시그니처타워,경기 안산시 상록구 해양3로 15,,no_photo
월드컵북로48길,서울 마포구 상암동 36-28,,no_photo
국회대로76길,서울 영등포구 여의도동 11-17,,no_photo
왕십리로5길,서울 성동구 성수동1가 685-201,,no_photo
정희네(정희의 집·편의점),인천 제물포구 제물량로341번길 43,,no_photo
용연리마을(용두리),경북 문경시 문경읍 용연길 97-6,,no_photo
가람마루 전망대(건지마을 전망대),충북 충주시 동량면 조동리 산 180-14,,no_photo
바우뫼로41길,서울 서초구 양재동 7-1,,no_photo
마방로6길,서울 서초구 마방로6길 7-63,,no_photo
선고리 마을길,충북 제천시 덕산면 선고리 1708,,no_photo
감영길,충남 공주시 반죽동 170-1,,no_photo
서울영등포경찰서,서울 영등포구 국회대로 608,,no_photo
SMC신라메디컬의원,서울특별시 강남구 언주로 517,,no_photo
한국지도자아카데미,경기 시흥시 목감동 산8-1,,no_photo
매일절임식품,충남 홍성군 광천읍 옹암3길 28,,no_photo
도당고등학교,경기 부천시 원미구 삼작로256번길 53-3,,no_photo
더작심 김포걸포점,경기 김포시 걸포2로 33,,no_photo
영메이슨 도예 스튜디오,서울 마포구 연남동 257-3,,no_photo
창동리 농로,충남 보령시 남포면 창동리 421,,no_photo
문화마을 버스정류장,전남 담양군 수북면 풍수리 1077-1,,no_photo
노벨로,서울 영등포구 도림로 456,,no_photo
인하대학교 정석학술정보관,인천 미추홀구 인하로 100,,no_photo
이강분무교동낙지나라,서울 중랑구 면목로 302,,no_photo
문화살롱 클로드,인천 제물포구 신포로23번길 80,,no_photo
지노,경기 파주시 탄현면 새오리로 211-17,,no_photo
덕릉로 698 앞 횡단보도,서울 노원구 덕릉로 698 앞,,no_photo
리븐델게스트하우스,경기 가평군 청평면 고성리 21,,no_photo
의정부교도소,경기 의정부시 고산동 818,,no_photo
여유도예공방,전남 여수시 만성리길 53,,no_photo
홍대 와우산로27길,서울 마포구 와우산로27길,,no_photo
한온시스템 생활관(구 한라공조 생활관),대전 대덕구 신일서로 95,,no_photo
책마을 경기광주점,경기 광주시 중앙로145번길 25,,no_photo
대왕판교로644번길,경기 성남시 분당구 삼평동 667-7,,no_photo
삼일대로30길,서울 종로구 낙원동 10-2,,no_photo
숙명여자대학교 명신관,서울 용산구 청파로47길 100,,no_photo
의정부중앙초등학교,경기 의정부시 호국로1291번길 17,,no_photo
건양고등학교,충남 논산시 양촌면 황산벌로 486-21,,no_photo
마곡중앙로,서울 강서구 마곡중앙로,,no_photo
