id,place_name,search_key,naver_url,naver_lat,naver_lng,confidence,matched_name
st_13225,도봉산역3번출구,도봉산역,,,,failed,
st_13227,옥수역1번출구,옥수역,,,,failed,
st_13228,어린이대공원역3번출구,어린이대공원역3번출구,https://map.naver.com/p/entry/place/21405721,37.5470529,127.0744612,mid,어린이대공원역(세종대)3번출구
st_13229,탄천주차장,탄천공영주차장,,,,failed,
st_13236,천주교공원묘지,천주교 용인공원 묘원,,,,failed,
st_13949,마곡중앙6로,마곡중앙6로,https://map.naver.com/p/entry/place/35792903,37.5604114,126.8324976,mid,마곡중앙6로
st_13954,마곡동로,마곡동로,https://map.naver.com/p/entry/place/35792938,37.5631671,126.8339208,mid,마곡동로
st_13959,연희로11가길,연희로11가길,https://map.naver.com/p/entry/place/18750892,37.56783,126.9292782,mid,연희로11가길
st_13960,WWL스튜디오,WWL STUDIO,https://map.naver.com/p/entry/place/1076987459,37.571359,126.9310792,coord,WWL STUDIO
st_13969,프레임676,Frame676,https://map.naver.com/p/entry/place/1670107646,37.491829,126.9091983,coord,Frame676
st_13972,백범로90길,백범로90길,https://map.naver.com/p/entry/place/35180606,37.5374342,126.969036,mid,백범로90길
st_13974,백범로90다길,백범로90다길,https://map.naver.com/p/entry/place/19684584,37.534391,126.9672437,mid,백범로90다길
st_13975,효창공원앞역 4번출구,효창공원앞,https://map.naver.com/p/entry/place/1946493585,37.5387097,126.9628489,mid,효창공원앞역 4번출구 근처 엘리베이터
st_13976,백범로,백범로,https://map.naver.com/p/entry/place/38341547,37.5388292,126.9653568,coord,대한민국무공수훈자회 용산구지회
st_13977,소월로,소월로,,,,failed,
st_13980,서소문로11길,서소문로11길,https://map.naver.com/p/entry/place/18710479,37.5642208,126.9728826,mid,서소문로11길
st_13981,서애로,서애로,https://map.naver.com/p/entry/place/18696833,37.5606354,126.9974336,mid,서애로
st_13982,필동로,필동로,https://map.naver.com/p/entry/place/18696880,37.5579155,126.9965707,mid,필동로
st_13984,세종대로23길,세종대로23길,https://map.naver.com/p/entry/place/18664277,37.5716229,126.9744882,mid,세종대로23길
st_13986,계동길,계동길,https://map.naver.com/p/entry/place/18671515,37.5804192,126.986756,mid,계동길
st_13996,불타는조개구이 을왕리점,불타는조개구이,https://map.naver.com/p/entry/place/13482935,37.445694,126.3734145,coord,불타는조개구이 을왕리점
st_14004,헤이리마을,헤이리 예술마을,,,,failed,
st_14008,고봉로,고봉로,,,,failed,
st_14017,어울 어린이공원,어울공원,https://map.naver.com/p/entry/place/36142506,37.40168,127.1113299,high,어울공원
st_14027,그랜드 조선 부산앞,그랜드 조선 부산,https://map.naver.com/p/entry/place/1016404332,35.159937,129.1631825,coord,그랜드 조선 부산
st_14042,샹그릴라 비치사이드,샹그릴라 비치 사이드,,,,failed,
st_14045,Fiddler’s Cebu,Fiddler’s Cebu,,,,failed,
st_14048,The Old Angler House,The Old Angler House,,,,failed,
st_14152,국회대로76길 여의도순복음교회 앞,여의도순복음교회,https://map.naver.com/p/entry/place/12176789,37.5311222,126.9230653,coord,여의도순복음교회
st_14160,오중석스튜디오,오중석포웨딩(주),,,,failed,
st_14164,톤앤무드스튜디오 파주점,톤앤무드 스튜디오 파주점,,,,failed,
st_14177,명월국민학교,명월국민학교,,,,failed,
st_14179,이호테우등대,이호테우해변 빨간말등대,,,,failed,
st_14189,김녕바닷길,김녕 바닷길,,,,failed,
st_14192,돌담넘어당근,돌담너머당근,https://map.naver.com/p/entry/place/1024217023,33.5364818,126.8382698,coord,돌담너머당근
st_14193,해맞이해안로,해맞이해안로,https://map.naver.com/p/entry/place/17033014,33.5645005,126.7735768,high,해맞이해안로
st_14195,일주동로,일주동로,,,,failed,
st_14199,종달논길,종달논길,https://map.naver.com/p/entry/place/17032549,33.4913136,126.8995554,high,종달논길
st_14204,오조포구 앞,오조포구,https://map.naver.com/p/entry/place/17076437,33.4632804,126.9211539,mid,오조포구
st_14205,내수면둑방길,사려니숲길,,,,failed,
st_14206,서퀴피안 베이커리,서귀피안 베이커리,https://map.naver.com/p/entry/place/1795151167,33.4352519,126.9219377,coord,서귀피안 베이커리
st_14207,도댓불,김녕리 도대불,,,,failed,
st_14209,지환이네수산물,신산포구 지환이네,,,,failed,
st_14211,삼달하동로31번길,삼달하동로31번길,https://map.naver.com/p/entry/place/17080507,33.3698164,126.8723302,high,삼달하동로31번길
st_14213,해녀의집,해녀의집,,,,failed,
st_14214,삼달하동로32번길,삼달하동로32번길,https://map.naver.com/p/entry/place/17080400,33.3659026,126.869375,high,삼달하동로32번길
st_14217,해비치CC클럽하우스,해비치 CC,,,,failed,
st_14218,망장포,망장포,https://map.naver.com/p/entry/place/17074584,33.2614437,126.6365767,mid,망장포
st_14222,일주서로,일주서로,https://map.naver.com/p/entry/place/17061214,33.2500247,126.5047609,mid,일주서로
st_14226,신화가든,신화가든,,,,failed,
st_14229,뿔소라공원,뿔소라공원,,,,failed,
st_14326,디팰리스오피스텔,덕수궁 디팰리스,https://map.naver.com/p/entry/place/18665871,37.5686546,126.9720624,coord,덕수궁디팰리스
st_14327,대학로9길,대학로9길,https://map.naver.com/p/entry/place/18678489,37.5817451,127.0011285,mid,대학로9길
st_14334,청라대로,청라대로,,,,failed,
st_14335,청라창해문화공원,청라루 ( 더 글로리 바둑공원 촬영지 ),,,,failed,
st_14336,솔빛로,솔빛로,,,,failed,
st_14337,청라힐스테이트 정류장(42987),청라힐스테이트,https://map.naver.com/p/entry/place/19536912,37.5260495,126.6284578,mid,청라힐스테이트아파트
st_14338,솔빛로 횡단보도,솔빛로,,,,failed,
st_14341,믿담,믿담,https://map.naver.com/p/entry/place/1098742624,37.5241923,126.6306424,coord,믿담
st_14350,호야네케이크앞,호야네 케이크,https://map.naver.com/p/entry/place/1072487238,37.3933923,126.6314768,coord,호야네 케이크
st_14351,인천도시역사관 앞,인천도시역사관,https://map.naver.com/p/entry/place/1051193719,37.3928394,126.635901,coord,인천도시역사관
st_14352,컨벤시아대로,컨벤시아대로,https://map.naver.com/p/entry/place/16633746,37.3808131,126.6339602,mid,컨벤시아대로
st_14353,센트럴로,센트럴로,https://map.naver.com/p/entry/place/16634514,37.3845357,126.6581388,mid,센트럴로
st_14354,국립세계문자박물관앞 횡단보도,국립세계문자박물관,https://map.naver.com/p/entry/place/37162865,37.3948563,126.6376908,coord,국립세계문자박물관
st_14355,인천타워대로,인천타워대로,https://map.naver.com/p/entry/place/34145190,37.3989677,126.6313612,mid,인천타워대로
st_14362,와석순환로,와석순환로,https://map.naver.com/p/entry/place/19307822,37.7107126,126.7505272,mid,와석순환로
st_16135,와석순환로,와석순환로,https://map.naver.com/p/entry/place/19307822,37.7107126,126.7505272,mid,와석순환로
st_14365,한류월드로,한류월드로,,,,failed,
st_14372,화서문로,화서문,https://map.naver.com/p/entry/place/19802092,37.2855288,127.0096638,high,화서문
st_14379,기장해안로,기장해안로,,,,failed,
st_14381,마린시티1로(1),마린시티1로,https://map.naver.com/p/entry/place/17005152,35.1543603,129.1436463,mid,마린시티1로
st_14382,마린시티1로(2),마린시티1로,https://map.naver.com/p/entry/place/17005152,35.1543603,129.1436463,mid,마린시티1로
st_14389,감내1로,감내1로,https://map.naver.com/p/entry/place/17049359,35.0944835,129.0084526,mid,감내1로
st_14390,감천문화마을 골목,감천문화마을,,,,failed,
st_14691,맥도날드,맥도날드 구의역점,https://map.naver.com/p/entry/place/1128282294,37.5365175,127.0844928,coord,맥도날드 구의역점
st_14698,공군회관,공군호텔 웨딩홀,https://map.naver.com/p/entry/place/13051290,37.5101752,126.9235157,coord,공군호텔
st_14910,에일크루,에일크루,,,,failed,
st_14911,홍제천길,홍제천,https://map.naver.com/p/entry/place/18749584,37.5811313,126.9375086,mid,홍제천
st_14916,세검초등학교 정류장,세검초등학교,https://map.naver.com/p/entry/place/12312573,37.6034137,126.9610221,mid,세검정초등학교
st_14919,무교로,무교로,https://map.naver.com/p/entry/place/18687726,37.5680792,126.9792375,mid,무교로
st_14927,더블컵커피,더블컵커피,,,,failed,
st_14928,곳 게스트하우스,공심가 한옥 게스트하우스,,,,failed,
st_14932,비담,비담,,,,failed,
st_14933,촌,촌,,,,failed,
st_14936,성지빌딩,성지빌딩,,,,failed,
st_14943,한강대교,한강대교,https://map.naver.com/p/entry/place/18726054,37.5175183,126.9588201,mid,한강대교
st_14954,교하로,교하로,,,,failed,
st_14957,와석순환로/가온지하차도,가온지하차도,https://map.naver.com/p/entry/place/36753075,37.7141544,126.7405449,high,가온지하차도
st_14960,까멜,까멜,,,,failed,
st_14965,수원전통문화관 옆골목,수원전통문화관,https://map.naver.com/p/entry/place/1836463196,37.2874859,127.014489,coord,수원전통문화관
st_14969,용구대로,용구대로,,,,failed,
st_14970,정원생활,정원생활바이오랑쥬리,,,,failed,
st_14976,충주호리조트,(주) 충주호리조트,,,,failed,
st_14983,옥룡암 대웅전,옥룡암,https://map.naver.com/p/entry/place/15235431,35.8156796,129.2335809,coord,옥룡암
st_15173,카자구루마,카자구루마 (우영우 김밥 촬영지),,,,failed,
st_15174,인천골목,인천골목문화지킴이,,,,failed,
st_15176,더리버,더리버 (The River),,,,failed,
st_15177,덕수궁돌담길,덕수궁 돌담길,,,,failed,
st_15261,종각역4번출구,혜화역4번출구,https://map.naver.com/p/entry/place/21405752,37.5836342,127.0013128,mid,혜화역4번출구
st_15269,산곡동,산곡동,,,,failed,
st_15274,신명여고,신명여자고등학교,https://map.naver.com/p/entry/place/12009393,37.4694948,126.7131325,coord,신명여자고등학교
st_15280,시장거리길,시장거리길,https://map.naver.com/p/entry/place/19691594,37.8302647,126.816069,high,시장거리길
st_15281,팜스프링아파트 상가,팜스프링아파트(종합)상가,https://map.naver.com/p/entry/place/1445647010,37.7718893,126.7771448,coord,KB국민은행 팜스프링아파트 종합상가 ATM
st_15289,GS25 김포아라점,GS25,,,,failed,
st_15290,워커힐애스턴하우스,애스톤하우스,,,,failed,
st_15293,평택역1번출구,평택,,,,failed,
st_15294,더체어펜션,더편한펜션,,,,failed,
st_15299,보령청보리밭,천북 청보리밭,https://map.naver.com/p/entry/place/2007884151,36.4799405,126.5310432,coord,카페천북청보리밭
st_15301,태조로,태조로,https://map.naver.com/p/entry/place/17450172,35.814199,127.1505375,mid,태조로
st_15303,경기전길,경기전길,https://map.naver.com/p/entry/place/17450388,35.8140596,127.1511577,mid,경기전길
st_15304,최명희길,최명희길,https://map.naver.com/p/entry/place/17448757,35.8162878,127.1531196,mid,최명희길
st_15306,경주 오봉산 마당바위,오봉산 마당바위,,,,failed,
st_15310,센텀서로,센텀서로,https://map.naver.com/p/entry/place/17004296,35.1725699,129.1271047,mid,센텀서로
st_15315,코다차야,코다차야 신촌,,,,failed,
st_15316,아빠식당(마포소금구이),마포소금구이,https://map.naver.com/p/entry/place/82850318,37.554693,126.9320861,coord,마포소금구이
st_15318,녹사평육교,녹사평육교,,,,failed,
st_15319,써스티몽크맞은편,써스티몽크,,,,failed,
st_15321,단밤1호점,단밤,,,,failed,
st_15324,마루쿠식당/조이의공간,마루,,,,failed,
st_15327,단밤2호점(오리올),단밤,,,,failed,
st_15328,꿀밤포차,꿀밤,,,,failed,
st_15330,천사의날개,(주)천사의날개,,,,failed,
st_15333,더파이니스트,더 파이니스트 the Finest,,,,failed,
st_15337,장가본사/스테이트타워남산,스테이트타워남산,https://map.naver.com/p/entry/place/18692890,37.56025,126.9829249,coord,스테이트타워남산
st_15665,광명신우연립,신우연립,,,,failed,
st_15666,동아미디어센터,동아미디어센터,,,,failed,
st_15668,에이미,AiAi 아이아이,https://map.naver.com/p/entry/place/2050079955,37.5556434,126.9241773,coord,아이아이
st_15669,성갤러리,갤러리성,https://map.naver.com/p/entry/place/1014331903,37.5532625,126.9272512,coord,갤러리성 화방
st_15671,녹사평육교,녹사평육교,,,,failed,
st_15678,광화문역5번출구,광화문,,,,failed,
st_15693,골프존파크,MG골프존파크,,,,failed,
st_16035,누리꿈스퀘어 옆길,누리꿈스퀘어,https://map.naver.com/p/entry/place/32528619,37.5793707,126.8899532,coord,누리꿈스퀘어빌딩
st_16039,월드컵북로44길(4),4,,,,failed,
st_16040,매봉산로,매봉산로,https://map.naver.com/p/entry/place/19681067,37.5756887,126.890888,mid,매봉산로
st_16041,YTN뉴스퀘어.CJE&M정류장앞(14628),YTN뉴스퀘어.CJE&M,,,,failed,
st_16045,구로유통상가,구로유통상가,,,,failed,
st_16047,노들섬 정류장(03340),노들섬,https://map.naver.com/p/entry/place/1640249712,37.5176704,126.9580519,mid,노들섬
st_16048,청파로(원효전자상가앞),원효전자상가,https://map.naver.com/p/entry/place/11609215,37.5336534,126.9606482,coord,원효전자상가
st_16051,새창로42길,새창로42길,https://map.naver.com/p/entry/place/34150651,37.5344199,126.9615778,mid,새창로42길
st_16053,원효로,원효로,,,,failed,
st_16054,신흥시장(르몽블랑앞),르 몽블랑,https://map.naver.com/p/entry/place/1193666985,37.5449235,126.9848503,coord,르몽블랑
st_16061,언주로,언주로,,,,failed,
st_16063,도곡로,도곡로,https://map.naver.com/p/entry/place/20233944,37.497607,127.0569692,mid,도곡로
st_16067,영흥북로35번길(1),1,,,,failed,
st_16068,영흥북로35번길(2),2,,,,failed,
st_16069,영흥북로,영흥북로,https://map.naver.com/p/entry/place/16650706,37.2747495,126.4899067,mid,영흥북로
st_16078,기석무역,기석무역,,,,failed,
st_16079,미래로,미래로골프존,,,,failed,
st_16080,고양대로,고양대로,,,,failed,
st_16081,송포로,송포로,https://map.naver.com/p/entry/place/19059350,37.6743241,126.7294703,mid,송포로
st_16084,평안도찹쌀순대 전문점,평안도식당 화정점,https://map.naver.com/p/entry/place/2003883141,37.6360708,126.8325883,coord,평안도식당 화정점
st_16087,행당로,행당로,https://map.naver.com/p/entry/place/19041631,37.6199021,126.8255183,mid,행당로
st_16088,행신로 횡단보도,횡단보도,,,,failed,
st_16090,강매로,강매로,https://map.naver.com/p/entry/place/19043645,37.6085738,126.8462995,mid,강매로
st_16093,아라육로152번길,아라육로152번길,https://map.naver.com/p/entry/place/21409188,37.5975958,126.7846882,high,아라육로152번길
st_16097,다산순환로,다산순환로,https://map.naver.com/p/entry/place/1143540800,37.6306152,127.1492645,mid,다산순환로
st_16099,다산중앙로(2),다산중앙로,https://map.naver.com/p/entry/place/1359098792,37.6222725,127.1542692,mid,다산중앙로
st_16105,평화로,평화로,,,,failed,
st_16106,올라,카페올라,,,,failed,
st_16107,중앙로77번길,중앙로77번길,https://map.naver.com/p/entry/place/15610910,37.8776979,127.7268696,mid,중앙로77번길
st_16110,(구)광주교도소,광주교도소,,,,failed,
st_16111,장흥교도소,장흥교도소,,,,failed,
st_16114,일광로,일광로,https://map.naver.com/p/entry/place/17124719,35.2688221,129.24155,mid,일광로
st_16116,마린시티1로,마린시티1로,https://map.naver.com/p/entry/place/17005152,35.1543603,129.1436463,mid,마린시티1로
st_16120,봉래나루로,봉래나루로,https://map.naver.com/p/entry/place/16743201,35.0965414,129.0430816,mid,봉래나루로
st_16123,성산로22길 지하도,성산로22길,https://map.naver.com/p/entry/place/19683559,37.5599232,126.9336108,mid,성산로22길
st_16129,파주 롯데프리미엄아울렛,롯데프리미엄아울렛 파주점,,,,failed,
st_16130,유승앙브와즈101동 정류장,유승앙브와즈101동,,,,failed,
st_16136,활자마을 정류장,활자마을,https://map.naver.com/p/entry/place/1984671821,37.7295061,126.689873,mid,활자마을1삼거리
st_16143,INO프라자,인오프라자,https://map.naver.com/p/entry/place/19302123,37.7580719,126.770919,coord,인오프라자
st_16144,금릉역 중앙광장,중앙광장,https://map.naver.com/p/entry/place/19302633,37.7515916,126.7662125,high,중앙광장
st_16145,토르타앳더코너,토르타앳더코너,,,,failed,
st_16152,강변로,강변로,,,,failed,
st_16154,제물량로(인천아트플랫폼쪽),인천아트플랫폼,https://map.naver.com/p/entry/place/1833416199,37.472811,126.620564,coord,인천아트플랫폼
st_16161,제물량로335번길,제물량로335번길,https://map.naver.com/p/entry/place/16578251,37.4817983,126.6187631,coord,제물량로335번길
st_16162,만석부두로6번길,만석부두로6번길,https://map.naver.com/p/entry/place/34145610,37.4882394,126.6224364,coord,만석부두로6번길
st_16164,맥아더장군동상 앞 계단,맥아더 장군 동상,https://map.naver.com/p/entry/place/16573788,37.4747149,126.623458,coord,자유공원맥아더장군동상
st_16174,빛누리정원,빛누리정원,,,,failed,
st_16177,한빛어린이공원,한빛어린이공원,,,,failed,
st_16180,경주오릉 남천 산책길,오릉,https://map.naver.com/p/entry/place/20098998,35.8234594,129.2088209,high,경주 오릉
st_16183,동해안로,동해안로,https://map.naver.com/p/entry/place/37994660,35.8046724,129.4971813,mid,동해안로
st_16189,양남항구길,양남항구길,https://map.naver.com/p/entry/place/19601526,35.7018042,129.4725688,mid,양남항구길
st_16195,행암동종점 정류장,행암동종점,,,,failed,
st_16352,마곡중앙2로,마곡중앙2로,https://map.naver.com/p/entry/place/35792905,37.557625,126.8309289,mid,마곡중앙2로
st_16361,몬테소리빌딩,한국몬테소리,https://map.naver.com/p/entry/place/20223767,37.4982582,127.0268725,coord,한국몬테소리
st_16364,강남역사거리,강남역사거리,https://map.naver.com/p/entry/place/18782881,37.4979345,127.0275875,mid,강남역사거리
st_16365,강남대로,강남대로,,,,failed,
st_16367,롯데타워,롯데월드타워,,,,failed,
st_16368,청라대로(분수광장삼거리),청라호수공원 음악분수,,,,failed,
st_16374,송추계곡입구,북한산 송추계곡,https://map.naver.com/p/entry/place/11491195,37.7118762,126.98545,high,송추계곡
st_16375,중앙 119구조본부 수도권 119특수구조대,중앙119구조대,,,,failed,
st_16377,판교역로,판교역로,,,,failed,
st_16378,정통춘천닭갈비 안산점,정통춘천닭갈비,,,,failed,
st_16380,오성첨단의료산업진흥재단,오송첨단의료산업진흥재단,,,,failed,
st_16382,신성대학교 국제회의실,신성대학교,https://map.naver.com/p/entry/place/17698117,36.852445,126.5932528,coord,신성대학교본관
st_16389,더링크호텔 서울,"더 링크 서울, 트리뷰트 포트폴리오 호텔",https://map.naver.com/p/entry/place/1240305191,37.5055746,126.8838421,coord,"더링크서울, 트리뷰트포트폴리오 호텔"
st_16405,강남대로,강남대로,,,,failed,
st_16413,선릉역사거리,선릉역사거리,https://map.naver.com/p/entry/place/18814500,37.5045714,127.0490091,mid,선릉역사거리
st_16426,중앙로,중앙로,,,,failed,
st_16428,동안로159번길,동안로159번길,https://map.naver.com/p/entry/place/19245114,37.3917547,126.9484875,mid,동안로159번길
st_16429,방아머리로,방아머리로,https://map.naver.com/p/entry/place/1280587154,37.2836881,126.5763239,mid,방아머리로
st_16430,네모,네모콤,,,,failed,
st_16432,분당수지 U타워,유타워,,,,failed,
st_16442,비봉산 전망대,비봉산 전망대,,,,failed,
st_16447,사려니숲길,사려니숲길,,,,failed,
st_16450,김밥천국,김밥천국,,,,failed,
st_16493,연남타코 골목,연남 타코,https://map.naver.com/p/entry/place/1290530498,37.5651958,126.9233043,coord,연남타코 연남본점
st_16497,연세로4길,연세로4길,https://map.naver.com/p/entry/place/18748439,37.55812,126.9390611,mid,연세로4길
st_16500,마포대로,마포대로,,,,failed,
st_16507,정동길,정동길,,,,failed,
st_16513,평창30길,평창30길,https://map.naver.com/p/entry/place/18685825,37.6123,126.9749686,mid,평창30길
st_16516,삼성철물,삼성철물,,,,failed,
st_16520,서울면북초등학교 옆길,서울면북초등학교,https://map.naver.com/p/entry/place/12176729,37.5946236,127.1034519,coord,면북초등학교
st_16523,모퉁이우 하이테이블,모퉁이우 하이테이블,,,,failed,
st_16524,CH캐롤리나헤레라 서울점,CH캐롤리나헤레라,,,,failed,
st_16528,SJ쿤스트할레,SJ 쿤스트할레,https://map.naver.com/p/entry/place/36601325,37.5205228,127.0349452,coord,에스제이쿤스트할레
st_16534,제물량로,제물량로,,,,failed,
st_16536,위켄드라운지,wknd Lounge 위크엔드 라운지,,,,failed,
st_16545,킨텍스로 육교,육교,,,,failed,
st_16547,노브랜드버거 일산라페스타점,노브랜드버거,,,,failed,
st_16549,파파이스 화정역점,파파이스 화정역점,,,,failed,
st_16550,조가네갑오징어 삼송점,조가네 갑오징어 삼송점,,,,failed,
st_16552,고구려대장간마을 절벽,고구려대장간마을,https://map.naver.com/p/entry/place/13043905,37.5606006,127.1108637,coord,구리시고구려대장간마을
st_16554,화랑공원 8호교,화랑공원,https://map.naver.com/p/entry/place/19228334,37.397426,127.1057655,coord,화랑공원
st_16556,미사강변대로,미사강변대로,https://map.naver.com/p/entry/place/35180485,37.5730439,127.1819724,mid,미사강변대로
st_16563,항구마차,항구마차,,,,failed,
st_16567,헌화로,헌화로,https://map.naver.com/p/entry/place/15702641,37.6642362,129.0546221,mid,헌화로
st_16570,삼척로,삼척로,,,,failed,
st_16571,갈남 정류장,갈남,https://map.naver.com/p/entry/place/15112975,37.2806333,129.3240999,mid,갈남
st_16572,갈남길,갈남길,https://map.naver.com/p/entry/place/19597578,37.2781875,129.3264875,high,갈남길
st_16580,솔랑시울길,솔랑시울길,https://map.naver.com/p/entry/place/16250326,36.33589,127.4352528,mid,솔랑시울길
st_16583,동대전로104번길,동대전로104번길,https://map.naver.com/p/entry/place/16248602,36.330534,127.4468199,mid,동대전로104번길
st_16938,홍대입구역 사거리,홍대입구역사거리,https://map.naver.com/p/entry/place/18789154,37.5552108,126.921506,mid,홍대입구역사거리
st_16947,도산대로30길,도산대로30길,https://map.naver.com/p/entry/place/18842855,37.5182203,127.0311508,mid,도산대로30길
st_16956,햇내로안길,햇내로안길,,,,failed,
st_16957,인중로,인중로,,,,failed,
st_16962,수봉안로85번길,수봉로85번길,https://map.naver.com/p/entry/place/19631770,37.4592772,126.6602835,mid,수봉로85번길
st_16964,은전로 지하도,은전로,https://map.naver.com/p/entry/place/19143669,38.024993,127.0624961,mid,은전로
st_16968,KT 브로 라페스타점,KT플라자 장항동 일산점,,,,failed,
st_16972,장안로385번길 횡단보도,장안로385번길,https://map.naver.com/p/entry/place/19197518,37.3143769,126.9838271,mid,장안로385번길
st_16980,은석주차장,은행동상점가 공영주차장,,,,failed,
st_16983,월드컵대로308번길,월드컵대로308번길,https://map.naver.com/p/entry/place/16092520,36.3472266,127.3332153,mid,월드컵대로308번길
st_16985,세종정부청사 교육부,교육부,https://map.naver.com/p/entry/place/33460759,36.4994788,127.2637855,mid,교육부
st_16987,나성로,나성로,https://map.naver.com/p/entry/place/38720384,36.4833134,127.263189,mid,나성로
st_16991,옛 장흥교도소,장흥교도소,https://map.naver.com/p/entry/place/1363633162,34.6878022,126.9139961,coord,빠삐용zip
st_16992,상주활공장,상주활공랜드,,,,failed,
st_17278,압구정퀴즈노스,퀴즈노스 압구정점,https://map.naver.com/p/entry/place/13150293,37.5249333,127.024475,coord,퀴즈노스 압구정점
st_17280,한국거래소앞버정,한국거래소,https://map.naver.com/p/entry/place/19000071,37.5243417,126.9285125,mid,한국거래소
st_17281,베라피자,베라나폴리(한남점),https://map.naver.com/p/entry/place/34658718,37.5387028,127.0019275,coord,베라나폴리
st_17282,삼청동고디바,고디바 삼청점,,,,failed,
st_17439,월드컵북로58길,월드컵북로58길,https://map.naver.com/p/entry/place/19684558,37.5812644,126.8863051,mid,월드컵북로58길
st_17440,상암산로,상암산로,https://map.naver.com/p/entry/place/19680753,37.5750885,126.887446,mid,상암산로
st_17447,와우산로27길,와우산로27길,https://map.naver.com/p/entry/place/18786938,37.5544247,126.9268312,mid,와우산로27길
st_17448,양화로,양화로,,,,failed,
st_17451,월드컵로5길,월드컵로5길,https://map.naver.com/p/entry/place/18792273,37.5514958,126.9099374,mid,월드컵로5길
st_17452,47625커피,47625coffee,https://map.naver.com/p/entry/place/1288630609,37.5546403,126.9122688,coord,갤러리카페 레텍 앳 47625
st_17457,녹사평대로,녹사평대로,https://map.naver.com/p/entry/place/19689709,37.5211234,126.9936555,mid,녹사평대로11길
st_17463,한강대로62길,한강대로62길,https://map.naver.com/p/entry/place/18722668,37.532625,126.9735125,mid,한강대로62길
st_17464,서빙고로,서빙고로,,,,failed,
st_17465,새창로,새창로,,,,failed,
st_17466,새창로50길,새창로50길,https://map.naver.com/p/entry/place/19691052,37.5336357,126.9619289,mid,새창로50길
st_17468,충정로,충정로,,,,failed,
st_17471,소공로 횡단보도,소공로,,,,failed,
st_17473,스테이트타워남산앞,스테이트타워남산,https://map.naver.com/p/entry/place/18692890,37.56025,126.9829249,coord,스테이트타워남산
st_17475,소공로(남산오르미쪽),남산오르미,https://map.naver.com/p/entry/place/1042404885,37.5572096,126.983594,mid,남산오르미
st_17480,창덕궁길,창덕궁길,https://map.naver.com/p/entry/place/19683818,37.5834114,126.9873839,mid,창덕궁길
st_17494,강남대로,강남대로,,,,failed,
st_17496,국제성모병원 장례식장,국제성모장례식장,https://map.naver.com/p/entry/place/1732284501,37.5427099,126.6841198,coord,국제성모장례식장
st_17498,크로마클럽,클럽 크로마,,,,failed,
st_17549,노량진로26길,노량진로26길,https://map.naver.com/p/entry/place/19028541,37.5118188,126.9542754,mid,노량진로26길
st_17565,백사마을(1),백사마을,,,,failed,
st_17566,백사마을(2),백사마을,,,,failed,
st_17567,백사마을(3),백사마을,,,,failed,
st_17570,강남역사거리,강남역사거리,https://map.naver.com/p/entry/place/18782881,37.4979345,127.0275875,mid,강남역사거리
st_17584,수원대학교(학군단앞연못쪽),수원대학교,,,,failed,
st_17586,운천주공아파트(재개발),운천주공아파트,,,,failed,
st_17587,비룡동관로,비룡동관로,https://map.naver.com/p/entry/place/17815779,36.4956761,127.8221605,mid,비룡동관로
st_17589,진용로,진용로,,,,failed,
st_17592,줄포리,줄포리,,,,failed,
st_17816,월드컵북로58길,월드컵북로58길,https://map.naver.com/p/entry/place/19684558,37.5812644,126.8863051,mid,월드컵북로58길
st_17819,매봉산로,매봉산로,https://map.naver.com/p/entry/place/19681067,37.5756887,126.890888,mid,매봉산로
st_17820,양화로,양화로,,,,failed,
st_17824,경인로74길,경인로74길,https://map.naver.com/p/entry/place/19005799,37.511023,126.8931097,mid,경인로74길
st_17828,노량진컵밥거리,노량진 컵밥거리,https://map.naver.com/p/entry/place/37241140,37.5134821,126.9456993,coord,노량진컵밥거리
st_17843,영동대로,영동대로,,,,failed,
st_17845,센터필드 교차로,센터필드교차로,https://map.naver.com/p/entry/place/18791010,37.5025306,127.042738,mid,센터필드교차로
st_17846,서울상록회관.한국기술센터 정류장(23277),서울상록회관.한국기술센터,,,,failed,
st_17847,이네스이든/스텔라드마리에,스텔라드마리에,https://map.naver.com/p/entry/place/13354323,37.5094775,127.0335706,coord,스텔라드마리에
st_17857,자유공원 광장,자유공원,https://map.naver.com/p/entry/place/1724343541,37.475139,126.6229175,coord,자유공원
st_17858,신나는부동산,신진부동산,,,,failed,
st_17862,센트럴로,센트럴로,https://map.naver.com/p/entry/place/16634514,37.3845357,126.6581388,mid,센트럴로
st_17864,인천타워대로,인천타워대로,https://map.naver.com/p/entry/place/34145190,37.3989677,126.6313612,mid,인천타워대로
st_17874,킨텍스로,킨텍스로,,,,failed,
st_17875,아소산,아소산 일산본점,https://map.naver.com/p/entry/place/11549413,37.6591925,126.7826739,coord,아소산 일산본점
st_17886,한도로,한도로,https://map.naver.com/p/entry/place/17075921,33.467055,126.9323095,mid,한도로
st_17890,녹산로,녹산로,https://map.naver.com/p/entry/place/17088757,33.3905883,126.7250436,mid,녹산로
st_17893,예래해안로,예래해안로,https://map.naver.com/p/entry/place/17063507,33.2383691,126.3912892,mid,예래해안로
st_17937,상관반점,상관반점,https://map.naver.com/p/entry/place/17371860,35.7677748,127.2104625,coord,북경반점
st_17966,더 스테이크 하우스 피어 79,더스테이크하우스피어79_로열스테이크,,,,failed,
