geonameid,official_rr,hangul,feature_class,feature_code,latitude,longitude,variant,variant_type,is_historic,same_name_diff_spelling
6194022,Gawondong,가원동,P,PPL,33.2869,126.73219,Kawŏn-dong,MR,,
6194023,Baengniak,백리악,T,CONE,33.30668,126.71486,Nŏksi-orŭm,MR,,
6194024,Seouidong,서의동,P,PPL,33.30211,126.70662,Sŏŭi-dong,MR,,
6194025,Sueundong,수은동,P,PPL,33.28438,126.70154,Suun-dong,other_variant,,
6194029,Seodong,서동,P,PPL,33.31122,126.69422,Sŏ-dong,MR,,
6194031,Aldongne,알동네,P,PPL,33.32571,126.71368,Ap’tongne,MR,,
6194032,Eoeunnae,어은내,P,PPL,33.31926,126.74536,Yŏunae,MR,,
6194033,Byeonggosoreum,병곳오름,T,CONE,33.36706,126.74871,Pyŏngod-orŭm,MR,,
6194034,Dongsangdong,동상동,P,PPL,33.35829,126.77276,Tongsang-dong,other_variant,,
6194037,Jungdong,중동,P,PPL,33.35595,126.77353,Chung-dong,other_variant,,
6194038,Duidong,두이동,P,PPL,33.35129,126.76252,Tui-dong,other_variant,,
6194039,Gapseonioreum,갑선이오름,T,CONE,33.36056,126.78107,Kapsŏni-orŭm,MR,,
6194040,Muryeongari,물영아리,T,CONE,33.36895,126.69294,Suryŏng-san,MR,,
6194041,Yeongari,영아리,T,CONE,33.38379,126.69456,Yŏngari-orŭm,MR,,
6194043,Sumang-ri Maeulhoegwan,수망리마을회관,S,CTRCM,33.3282,126.7137,Sumangni-samuso,other_variant,,
6194044,Seon-gwangsa,선광사,S,TMPL,33.27273,126.6994,Seongwangsa,spacing_hyphen,,Y
6194044,Seon-gwangsa,선광사,S,TMPL,33.27273,126.6994,Sŏngwang-sa,MR,,
6194045,Gosudong,고수동,P,PPL,33.32826,126.75587,Kosu-dong,other_variant,,
6194046,Tosanmang,토산망,T,HLL,33.32274,126.77332,T’osan-ak,MR,,
6194047,Gaseoreum,가세오름,T,CONE,33.33142,126.78153,Kase-orŭm,MR,,
6194048,Sosoreum,소소름,T,CONE,33.34466,126.75538,Sosorŭm,MR,,
6194049,Dangmeori,당머리,P,PPL,33.30937,126.78142,Tangmŏri,MR,,
6194076,Seojungcheon,서중천,H,STM,33.27916,126.72852,Sŏjung-ch’ŏn,MR,,
6194077,Uigwicheon,의귀천,H,STM,33.27932,126.73872,Ŭigwi-ch’ŏn,MR,,
6194078,Sinheungcheon,신흥천,H,STM,33.29608,126.76516,Sinhŭng-ch’ŏn,MR,,
6194079,Songcheon,송천,H,STM,33.30678,126.77603,Song-ch’ŏn,MR,,
6194080,Gasicheon,기시천,H,STM,33.30509,126.80523,Kasi-ch’ŏn,MR,,
6194081,Anjwacheon,안좌천,H,STM,33.34914,126.77702,Anjwa-ch’ŏn,MR,,
6194082,Oendaegot,언대곳,T,PT,33.23417,126.43278,Ŏndae-got,MR,,
6194083,Seongcheonpo,성천포,P,PPL,33.24308,126.41974,Sŏngch’ŏnp’o,MR,,
6194084,Yakcheonsa,약천사,S,TMPL,33.24611,126.44889,Yakch’ŏn-sa,MR,,
6194086,Jageunnokgome,작은녹고메,T,MT,33.39381,126.41752,Chagŭnorŭm,MR,,
6194087,Cheonaoreum,천아오름,T,CONE,33.39724,126.44981,Ch’ŏna-orŭm,MR,,
6194088,Bulgeunoreum,붉은오름,T,CONE,33.37601,126.45839,Pulgŭn-orŭm,MR,,
6194089,Georinsaseum,거린사슴,T,MT,33.30972,126.45389,Kŏrinsasŭm,MR,,
6194090,Tamnadaehakgyo,탐라대학교,S,SCHC,33.28786,126.46141,T’amna-daehakkyo,MR,,
6194092,Beopjeongsa,법정사,S,TMPL,33.27806,126.45667,Pŏpchŏng-sa,MR,,
6194093,Beopwasa,법화사,S,TMPL,33.26528,126.45722,Pŏphwa-sa,MR,,
6194095,Dosundongsamuso,도순동사무소,S,ADMF,33.25083,126.4775,Tosundong-samuso,other_variant,,
6194096,Hwaloreum,활오름,T,HLL,33.26389,126.48028,Ki-san,other_variant,,
6194097,Yongheung,용흥,P,PPL,33.2508,126.48312,Yonghŭng-dong,MR,,
6194100,Eodunmoru,어둔모루,P,PPL,33.25046,126.44638,Ŏdu-dong,MR,,
6194101,Angangjeong,안강정,P,PPL,33.22833,126.47444,An’gangjŏng,MR,,
6194106,Borioreum,보리악 / 보리오름,T,CONE,33.3464,126.60108,Boriak,other_variant,,
6194106,Borioreum,보리악 / 보리오름,T,CONE,33.3464,126.60108,Pori-ak,other_variant,,
6194107,Heugak,흑악,T,CONE,33.3479,126.61935,Hŭg-ak,MR,,
6194108,Iseungioreum,이승이오름,T,CONE,33.34016,126.62298,Isŭng-ak,MR,,
6194109,Dongsuak,동수악,T,CONE,33.36025,126.62666,Tongsu-ak,other_variant,,
6194110,Muroreum,물오름,T,CONE,33.38342,126.624,Mur-orŭm,MR,,
6194111,Gwepenioreum,궤펜이오름,T,CONE,33.39377,126.63419,Koep’yŏngi-orŭm,MR,,
6194113,Eohuoreum,어후오름,T,CONE,33.39131,126.59374,Ŏhu-orŭm,MR,,
6194114,Geoinak,거인악,T,CONE,33.35274,126.65841,Kŏin-ak,MR,,
6194115,Meocheoreum,마분악 / 머체오름,T,CONE,33.34075,126.66015,Mabunak,other_variant,,
6194115,Meocheoreum,마분악 / 머체오름,T,CONE,33.34075,126.66015,Mach’e-ak,MR,,
6194116,Saryeoni,사려니,T,CONE,33.34028,126.64556,Saryŏni,MR,,
6194118,Seondeoksa,선덕사,S,TMPL,33.32062,126.59362,Sŏndŏk-sa,MR,,
6194119,Namgukseonwon,남국선원,S,TMPL,33.31658,126.57489,Namguk-sŏnwŏn,MR,,
6194120,Ssaroreum,쌀오름,T,CONE,33.30079,126.55456,Maak-san,other_variant,,
6194121,Sioreum,시오름,T,MT,33.30583,126.51639,Si-orŭm,MR,,
6194122,Seogeondo,서건도,T,ISL,33.23002,126.49845,Sŏgŏn-do,MR,,
6194123,Bongnimsa,봉림사,S,TMPL,33.25088,126.53941,Hwangnim-sa,other_variant,,
6194124,Teullambat,틀남밧,P,PPLF,33.27547,126.50564,Kimok-tong,other_variant,,
6194125,Seoho,서호,P,PPL,33.25472,126.50917,Sŏho-dong,MR,,
6194126,Yeomdon,염돈,P,PPL,33.25309,126.49499,Yŏmdun,MR,,
6194127,Jungdong,중동,P,PPLX,33.23888,126.51627,Chung-dong,other_variant,,
6194128,Seogwidong,서귀동,P,PPL,33.24417,126.53028,Sŏgwi-dong,MR,,
6194129,Cheonjidong,전지동,P,PPLX,33.25002,126.55885,Chŏnji-dong,MR,,
6194131,Jungangdong,준강동,P,PPLX,33.25,126.56417,Chungang-dong,other_variant,,
6194132,Songsandongjumin Center,송산동주민센터,S,ADMF,33.245,126.56611,Songsandong-samuso,other_variant,,
6194133,Jongbangdong,종방동,P,PPLX,33.24667,126.56444,Chŏngbang-dong,MR,,
6194134,Jongbangdong Samuso,종방동사무소,S,ADMF,33.24648,126.56452,Chŏngbangdong-samuso,MR,,
6194135,Jungangdong Samuso,준강동사무소,S,ADMF,33.25056,126.565,Chungangdong-samuso,other_variant,,
6194137,Donghong-dong Samuso,동홍동사무소,S,ADMF,33.26622,126.56693,Tonghongdong-samuso,other_variant,,
6194138,Hyodondongjumin Center,효돈동주민센터,S,ADMF,33.26333,126.61556,Hyodondong-samuso,other_variant,,
6194140,Yeompodong,염포동,P,PPL,33.25138,126.62034,Yŏmp’o-dong,MR,,
6194142,Botasa,보타사,S,TMPL,33.26056,126.63917,Mot’a-sa,MR,,
6194143,Bulgwangsa,불광사,S,TMPL,33.26172,126.6394,Pulgwang-sa,other_variant,,
6194144,Gongcheonpo,공천포,P,PPL,33.26663,126.64235,Kongch’ŏnp’o,MR,,
6194146,Wimi Il-Ri Bokjihoegwan,위미1리복지회관 / 위미일리복지회관,S,CTRCM,33.27383,126.65722,Wimi 1-Ri Bokjihoegwan,other_variant,,
6194146,Wimi Il-Ri Bokjihoegwan,위미1리복지회관 / 위미일리복지회관,S,CTRCM,33.27383,126.65722,Wimiilli-samuso,other_variant,,
6194148,Seoseongdong,서성동,P,PPL,33.27036,126.65086,Sŏsŏng-dong,MR,,
6194150,Goioreum,고이오름,T,CONE,33.31949,126.66129,Koi-ak,other_variant,,
6194152,Geolseoak,걸서악,T,CONE,33.28222,126.61972,Kŏlsŏ-ak,MR,,
6194153,Chilgeoreum,칡오름,T,CONE,33.2845,126.60401,Ch’ilg-orŭm,MR,,
6194158,Beophwangsa,법황사,S,TMPL,33.26952,126.56048,Pŏphwang-sa,MR,,
6194159,Seohong-dong Samuso,서홍동사무소,S,ADMF,33.26391,126.55071,Sŏhongdong-samuso,MR,,
6194160,Jongnamcheon,종남천,H,STM,33.26955,126.65297,Chongnam-ch’ŏn,MR,,
6194161,Aedonghongcheon,동홍천 / 애동홍천,H,STM,33.24459,126.57184,Donghongcheon,other_variant,,
6194161,Aedonghongcheon,동홍천 / 애동홍천,H,STM,33.24459,126.57184,Tonghong-ch’ŏn,MR,,
6194162,Bomokcheon,보목천,H,STM,33.23948,126.60507,Pomok-ch’ŏn,MR,,
6194163,Sanghyocheon,상효천,H,STM,33.25424,126.59485,Sanghyo-ch’ŏn,MR,,
6194164,Seogwipo Sicheong,서귀포시청,S,ADMF,33.25392,126.55962,Namjejugun-ch’ŏng,MR,,
6194164,Seogwipo Sicheong,서귀포시청,S,ADMF,33.25392,126.55962,Seogwipo-sicheong,spacing_hyphen,,Y
6194165,Jungmunsanggodeunghakgyo,중문상고등학교,S,SCH,33.25444,126.44694,Chungmunsangŏp-kodŭnghakkyo,MR,,
6194166,Samseongyeojagodeunghakgyo,삼성여자고등학교,S,SCH,33.25474,126.58415,Samseongyeoja-godeunghakgyo,spacing_hyphen,,Y
6194166,Samseongyeojagodeunghakgyo,삼성여자고등학교,S,SCH,33.25474,126.58415,Samsŏngyŏja-godŭnghakkyo,MR,,
6194167,Saekdalcheon,색달천,H,STM,33.24374,126.41843,Saektal-ch’ŏn,MR,,
6194168,Hoesucheon,회수천,H,STM,33.24057,126.4491,Hoesu-ch’ŏn,MR,,
6194169,Donghoesucheon,동회수천,H,STM,33.24297,126.44764,Tonghoesu-ch’ŏn,MR,,
6194170,Dosuncheon,도순천,H,STM,33.23188,126.49102,Tosun-ch’ŏn,MR,,
6194171,Gojicheon,고지천,H,STM,33.26274,126.47413,Koji-ch’ŏn,MR,,
6194173,Gungsancheon,궁산천,H,STM,33.257,126.47459,Kungsan-ch’ŏn,MR,,
6194173,Gungsancheon,궁산천,H,STM,33.257,126.47459,K’ŭnnae,MR,,
6194174,Akgeuncheon,악근천,H,STM,33.23282,126.49195,Akk’ŭnnae,MR,,
6194175,Seohongcheon,서홍천,H,STM,33.25288,126.5538,Sŏhong-ch’ŏn,MR,,
6194176,Weonjecheon,원제천,H,STM,33.25797,126.54175,Wŏnje-ch’ŏn,MR,,
6194177,Yeongcheon,영천 / 영천천,H,STM,33.28798,126.60342,Yeongcheoncheon,other_variant,,
6194177,Yeongcheon,영천 / 영천천,H,STM,33.28798,126.60342,Yŏng-ch’ŏn,MR,,
6194178,Sillyecheon,신례천,H,STM,33.26188,126.6409,Sillecheon,other_variant,,
6194178,Sillyecheon,신례천,H,STM,33.26188,126.6409,Sinch’al-ch’ŏn,MR,,
6194179,Jeonpocheon,전포천 / 진포천,H,STM,33.27384,126.65801,Chŏnp’o-ch’ŏn,MR,,
6194179,Jeonpocheon,전포천 / 진포천,H,STM,33.27384,126.65801,Jinpocheon,other_variant,,
6194181,Sinseongdong,신성동,P,PPL,33.49536,126.4886,Sinsŏng-dong,MR,,
6194186,Dogeunnae,도근내,P,PPL,33.49397,126.44259,Togŭnnae,MR,,
6194190,Bondong,본동,P,PPL,33.45808,126.43755,Pon-dong,other_variant,,
6194194,Ihohaesuyokjang,이호해수욕장,T,BCH,33.49827,126.45306,Iho-haesuyokchang,other_variant,,
6194195,Seodong,서동,P,PPL,33.48443,126.49252,Sŏ-dong,MR,,
6194196,Saradong,사라동,P,PPL,33.46098,126.43988,Pari-dong,other_variant,,
6194198,Namjukdong,남죽동,P,PPL,33.46619,126.43545,Namjuk-tong,other_variant,,
6194199,Hangpaduseong,항파두성,S,HSTS,33.45586,126.40713,Hangp’adu-sŏng,MR,,
6194201,Cheju Halla University,제주한라대학,S,UNIV,33.47684,126.47495,Chejuhalla-daehak,other_variant,,
6194201,Cheju Halla University,제주한라대학,S,UNIV,33.47684,126.47495,Jejuhalla-daehak,other_variant,,
6194202,Jejujeilgodeunghakgyo,제주제일고등학교,S,SCH,33.48029,126.48005,Chejujeil-godŭnghakkyo,MR,,
6194203,Hwangnyongsa,황룡사,S,TMPL,33.4027,126.26149,Hwangryong-sa,other_variant,,
6194204,Geumgangsa,금강사,S,TMPL,33.40565,126.25969,Kŭmgang-sa,MR,,
6194205,Wolmyeongsa,월명사,S,TMPL,33.44517,126.2969,Wŏlmyŏng-sa,MR,,
6194209,Seongwangsa,선광사,S,TMPL,33.45714,126.33815,Sŏngwang-sa,MR,,
6194210,Gwangmyeongsa,광명사,S,TMPL,33.45011,126.32259,Kwangmyŏng-sa,MR,,
6194211,Gomundeogi,고문덕이,P,PPL,33.42959,126.39674,Kŏmuni,MR,,
6194212,Gaecheokdanji,개척단지,P,PPL,33.42377,126.40527,Kaech’ŏk-tanji,MR,,
6194215,Jangyongsa,장용사,S,TMPL,33.45255,126.37746,Ch’angyong-sa,MR,,
6194216,Geungnaksa,극락사,S,TMPL,33.45593,126.40823,Kungnak-sa,other_variant,,
6194219,Cheonaoreum,천아오름,T,CONE,33.4049,126.29837,Ch’ŏna-orŭm,MR,,
6194220,Eodooreum,어도오름,T,CONE,33.42154,126.30746,Ŏdo-orŭm,MR,,
6194221,Gonaebong,고내봉,T,PK,33.4594,126.34145,Konae-bong,other_variant,,
6194222,Geungnagoreum,극락오름,T,CONE,33.43611,126.41389,Kŭngnag-orŭm,MR,,
6194223,Sansemioreum,산세미오름,T,CONE,33.409,126.43474,Samsim-bomg,other_variant,,
6194224,Norusonioreum,노루손이오름,T,CONE,33.42547,126.49701,Norusaengi,other_variant,,
6194225,Geomeunoreum,검은오름,T,CONE,33.4427,126.49804,Kŏmun-orŭm,MR,,
6194226,Nunoreum,눈오름,T,CONE,33.46046,126.4739,Nun-orŭm,MR,,
6194227,Sangyeooreum,상여오름,T,CONE,33.46577,126.4916,Sangyŏ-orŭm,MR,,
6194229,Gwangnyeongjeosuji,광령저수지,H,RSV,33.47142,126.42658,Kwangnyŏng-jŏsuji,MR,,
6194231,Goseongcheon,고성천,H,STM,33.48456,126.40504,Kosŏng-ch’ŏn,MR,,
6194232,Sowangcheon,소왕천,H,STM,33.48276,126.39967,Sowang-ch’ŏn,MR,,
6194233,Gwangnyeongcheon,광령천,H,STM,33.49333,126.43806,Kwangnyŏng-ch’ŏn,MR,,
6194234,Eosicheon,어시천,H,STM,33.47782,126.44758,Ŏsi-ch’ŏn,MR,,
6194235,Susancheon,수산천,H,STM,33.48516,126.38194,Susan-ch’ŏn,MR,,
6194236,Yeonhwaji,연화저수지,H,RSV,33.45486,126.34758,Y’ŏnhwa-ji,MR,,
6194237,Eoeumcheon,어음천,H,STM,33.4338,126.30444,Ŏŭm-ch’ŏn,MR,,
6194239,Hallimcheon,한림천,H,STM,33.41625,126.26281,Hallim-ch’ŏn,MR,,
6194240,Hallimjeosuji,한림저수지,H,RSVI,33.40362,126.26998,Hallim-jŏsuji,MR,,
6194241,Eoseungjaengjeosuji,어승쟁저수지,H,RSV,33.41353,126.4823,Hanbalk-chŏsuji,MR,,
6194243,Ihocheon,이호천,H,STM,33.49761,126.45433,Iho-ch’ŏn,MR,,
6194244,Heulcheon,흘천,H,STM,33.5097,126.48065,Hŭl-ch’ŏn,MR,,
6194245,Ganggudong,강구동,P,PPL,33.40902,126.27688,Kanggu-dong,other_variant,,
6194247,Jwadong,좌동,P,PPL,33.4375,126.27556,Chwa-dong,other_variant,,
6194248,Daerim-ri,대림리,P,PPL,33.42661,126.28518,Taerim-ni,other_variant,,
6194249,Jangnadong,장라동,P,PPL,33.4412,126.27907,Changna-dong,other_variant,,
6194250,Sadong,사동,P,PPL,33.44238,126.29147,Sŏ-dong,MR,,
6194251,Jungdong,중동,P,PPL,33.4388,126.29638,Chung-dong,other_variant,,
6194252,Seosangdong,서상동,P,PPL,33.44347,126.30779,Sŏsang-dong,MR,,
6194253,Dongsangdong,동상동,P,PPL,33.44472,126.31056,Tongsang-dong,other_variant,,
6194255,Sinmyeongdong,신명동,P,PPL,33.41494,126.31302,Sŏnmyŏng-dong,MR,,
6194256,Seojungdong,서중동,P,PPL,33.4372,126.32722,Sŏjung-dong,MR,,
6194257,Dongdong,동동,P,PPL,33.43803,126.33464,Tong-dong,other_variant,,
6194258,Seodong,서동,P,PPL,33.4498,126.34219,Sŏ-dong,MR,,
6194261,Dongdong,동동,P,PPL,33.44958,126.35004,Tong-dong,other_variant,,
6194262,Yeonhwadong,연화동,P,PPL,33.45585,126.34953,Yŏnho-dong,MR,,
6194265,Jungeom,중엄,P,PPL,33.47437,126.3705,Chungŏm,MR,,
6194267,Dangdong,당동,P,PPL,33.46894,126.38429,Tang-dong,other_variant,,
6194268,Bondong,본동,P,PPL,33.46843,126.39256,Pon-dong,other_variant,,
6194269,Pyeongdaedong,평대동,P,PPL,33.47402,126.39132,P’yŏngdae-dong,MR,,
6194270,Dapdong,답동,P,PPL,33.4753,126.40348,Tap-dong,other_variant,,
6194274,Yangjeondong,양전동,P,PPL,33.45138,126.39605,Yangjin-dong,other_variant,,
6194275,Dongdong,동동,P,PPL,33.47377,126.41219,Tong-dong,other_variant,,
6194278,Seogareum,서가름,P,PPL,33.45793,126.41305,Sŏgarŭm,MR,,
6194279,Donggareum,동가름,P,PPL,33.45928,126.41519,Tonggarŭm,MR,,
6194282,Jojungdong,조중동,P,PPL,33.46391,126.42372,Chojung-dong,other_variant,,
6194285,Jungburak,중부락,P,PPL,33.49803,126.4585,Chungburak,other_variant,,
6194287,Sinsandong,신산동,P,PPL,33.48998,126.45799,Sinsŏn-dong,MR,,
6194288,Gyemyeongni,계명리,P,PPL,33.48812,126.42388,Kyemyŏng-ni,MR,,
6194289,Uryeongi,우령이,P,PPL,33.48658,126.42901,Uryŏngi,MR,,
6194290,Neolbeundeul,넓은들,P,PPL,33.48002,126.46522,Nŏlbŭndŭl,MR,,
6194291,Jejusigongwonmyoji,제주시공원묘지,S,CMTY,33.44056,126.46028,Chejusigongwŏn-myoji,MR,,
6194292,Gaecheokdanji,개척단지,P,PPL,33.44543,126.48048,Kaech’ŏk-tanji,MR,,
6194293,Jejugyeongmajang,제주경마장,S,RECR,33.40865,126.39758,Cheju-gyŏngmajang,MR,,
6194294,Seoseongdong,서성동,P,PPL,33.41812,126.31025,Sŏsŏng-dong,MR,,
6194295,Gwideok-dongdae,귀덕동대,S,LTHSE,33.44508,126.29091,Kwidŏk-tongdae,MR,,
6194296,Jejugwangwang-daehak,제주관광대학,S,SCH,33.44827,126.4344,Chejugwangwangjŏnmun-daehak,MR,,
6194297,Dori-chodeunghakgyo,도리초등학교,S,SCH,33.50193,126.4653,Tori-ch’odŭnghakkyo,MR,,
6194298,Singwang-chodeunghakgyo,신광초등학교,S,SCH,33.49165,126.48438,Singwang-ch’odŭnghakkyo,MR,,
6194299,Sinjejuchodeunghakgyo,신제주초등학교,S,SCH,33.48222,126.49528,Sinjeju-ch’odŭnghakkyo,MR,,
6194300,Nohyeong-chodeunghakgyo,노형초등학교,S,SCH,33.48473,126.47618,Nohyŏng-ch’odŭnghakkyo,MR,,
6194301,Jejuseo-junghakgyo,제주서중학교,S,SCH,33.49249,126.47831,Chejusŏ-junghakkyo,MR,,
6194302,Jangjeon-chodeunghakgyo,장전초등학교,S,SCH,33.44978,126.3905,Changjŏn-ch’odŭnghakkyo,MR,,
6194303,Gwangnyeong-chodeunghakgyo,광령초등학교,S,SCH,33.45985,126.43671,Kwangnyŏng-ch’odŭnghakkyo,MR,,
6194305,Gueom-chodeunghakgyo,구엄초등학교,S,SCH,33.47333,126.37482,Kuŏm-ch’odŭnghakkyo,MR,,
6194306,Hagwi-chodeunghakgyo,하귀초등학교,S,SCH,33.47951,126.40197,Hagwi-ch’odŭnghakkyo,MR,,
6194307,Gwiil-junghakgyo,귀일중학교,S,SCH,33.47952,126.40571,Kwiil-junghakkyo,other_variant,,
6194308,Eodo-chodeunghakgyo,어도초등학교,S,SCH,33.41985,126.313,Ŏdo-ch’odŭnghakkyo,MR,,
6194309,Gwideok-chodeunghakgyo,귀덕초등학교,S,SCH,33.44217,126.29348,Kwidŏk-ch’odŭnghakkyo,MR,,
6194310,Gwakgeum-chodeunghakgyo,곽금초등학교,S,SCH,33.44691,126.3069,Kwagŭm-ch’odŭnghakkyo,MR,,
6194311,Aewol-chodeunghakgyo,애월초등학교,S,SCH,33.46514,126.32269,Aewŏl-ch’odŭnghakkyo,MR,,
6194313,Nameup-chodeunghakgyo,남읍초등학교,S,SCH,33.43556,126.33078,Nabŭp-ch’odŭnghakkyo,MR,,
6194314,Suwon-chodeunghakgyo,수원초등학교,S,SCH,33.42547,126.27016,Suwŏn-ch’odŭnghakkyo,MR,,
6194315,Hallim-junghakgyo,한림중학교,S,SCH,33.40615,126.26617,Hallim-junghakkyo,other_variant,,
6194316,Hallimyeoja-junghakgyo,한림여자중학교,S,SCH,33.41034,126.26054,Hallim yoja-junghakkyo,other_variant,,
6194317,Hallim-chodeunghakgyo,한림초등학교,S,SCH,33.41121,126.2611,Hallim-ch’odŭnghakkyo,MR,,
6194318,Hallimgongeop-godeunghakgyo,한림공업고등학교,S,SCH,33.4074,126.26846,Hallim-gongopkodunghakkyo,other_variant,,
6194319,Kunyeoseom,쿤여섬,T,ISL,33.44661,126.29128,K’unyŏ-sŏm,MR,,
6194320,Aewol-eup,애월읍,A,ADM3,33.43198,126.38876,Aewŏl-ŭp,MR,,
6194324,Manjang-gul,,S,CAVE,33.52778,126.76972,Manjanggul Cave,other_variant,,
6194382,Sŏngsanilcu’ul-bong,,T,HLL,33.45917,126.93917,Seongsan Ilchulbong,other_variant,,
6194390,Udo-myeon,우도면,A,ADM3,33.50306,126.955,Udo-myŏn,MR,Y,
6198567,San’gumburi,,T,MT,33.4325,126.69389,Sangumburi Crater,other_variant,,
6198621,Gwanmyeongsa,관명사,S,TMPL,33.49722,126.49917,Kwanmyŏng-sa,MR,,
6198623,Bukjejuguncheong,북제주군청,S,ADMF,33.48833,126.5,Pukchejugun-ch'ŏng,MR,,
6272664,Jangsanpyeon,장산편,P,PPLL,34.24361,126.05722,Changsanp’yŏn,MR,,
6272666,Bangeseom,,T,ISL,34.25082,126.06297,Pange-sŏm,MR,,
6272667,Jangsanneomeo,,L,LCTY,34.24843,126.05829,Changsannŏmŏ,MR,,
6272669,Songdo,송도,T,ISL,34.24594,126.07365,Sol-sŏm,MR,,
6272670,Mogyeo,목여,T,ISL,34.24853,126.09908,Mok-sŏ,MR,,
6272671,Sogyeongyeo,,T,RK,34.21944,126.16667,Sogyŏng-yŏ,MR,,
6272674,Gaeuido,개의도 / 혈도,T,ISL,34.22347,126.16322,Hyeoldo,other_variant,,
6272674,Gaeuido,개의도 / 혈도,T,ISL,34.22347,126.16322,Hyŏl-to,MR,,
6272674,Gaeuido,개의도 / 혈도,T,ISL,34.22347,126.16322,Kaeŏ-do,MR,,
6272674,Gaeuido,개의도 / 혈도,T,ISL,34.22347,126.16322,Kaeŭi-do,MR,,
6272674,Gaeuido,개의도 / 혈도,T,ISL,34.22347,126.16322,Ketsu-tō,other_variant,,
6272674,Gaeuido,개의도 / 혈도,T,ISL,34.22347,126.16322,Kumŏngdokkŏ,MR,,
6272677,Tanhangyeo,,T,ISL,34.2369,126.18227,T’anhang-yŏ,MR,,
6272678,Gochiyeo,,T,ISL,34.22053,126.03554,Koch’i-yŏ,MR,,
6272679,Gwanmaehaesuyokjang,,T,BCH,34.24333,126.05222,Kwanmae-haesuyokchang,other_variant,,
6272802,Bangtong-ri,,L,LCTY,38.3225,127.55056,Pangt’ong-ni,MR,,
6272803,Bangtong,,P,PPL,38.31306,127.54333,Pangt’ong,MR,,
6272804,Sanyang-ni,,L,LCTY,38.26056,127.63167,Sanyang-ri,other_variant,,
6272806,Seomakgol,서막골,T,VAL,38.28256,127.63803,Sŏmak-kol,MR,,
6272807,Sugotchi,,P,PPL,38.31778,127.75778,Sugotji,other_variant,,
6272809,Bamseong-gol,,L,LCTY,38.32333,127.68194,Pamsŏng-gol,MR,,
6272856,Took-gol,,T,VAL,38.24778,127.50611,T’ook-kol,MR,,
6272857,Mahyeon-ri,,P,PPL,38.24667,127.50389,Mahyŏl-li,MR,,
6272860,Jangchun-gol,,T,VAL,38.1925,127.55,Changch’un-gol,MR,,
6272864,Utmahyeon,,P,PPL,38.23972,127.62417,Unmahyŏn,MR,,
6272867,Gwansachon,,P,PPL,38.1925,127.66528,Kwansach’on,MR,,
6272882,Taekobinae-ri,,P,PPL,38.25194,127.78361,Daegobinae-ri,other_variant,,
6272884,Bukjin-ryeong,,T,PASS,38.23306,127.77583,Pukchin-nyŏng,MR,,
6272885,Hammuk-ryeong,,T,PASS,38.23306,127.77583,Hammung-nyŏng,MR,,
6272890,Pungsancheon,,H,STM,38.12417,127.75991,P’ungsan-ch’ŏn,MR,,
6272899,Yi Seungbok-dongsang,,S,MNMT,38.17722,127.67278,Yisŭngbok-tongsang,MR,,
6272901,Ukkal-gol,,P,PPL,38.16917,127.68056,Utgal-gol,other_variant,,
6272912,Deok-gogae,,T,PASS,38.185,127.58111,Tŏk-kogae,MR,,
6272918,Gwangsanchon,,L,LCTY,38.16389,127.53111,Kwangsanch’on,MR,,
6272921,Papo-cheon,,H,STM,38.17111,127.615,P’ap’o-ch’ŏn,MR,,
6272931,Cheonbulsa,,S,TMPL,38.14096,127.52059,Ch’ŏnbul-sa,MR,,
6272932,Chaha-gol,,T,VAL,38.13861,127.51083,Jaha-gol,other_variant,,
6272960,Anpyeong-bonburak,,P,PPL,38.10639,127.65056,Anp’yŏngponburak,MR,,
6272967,Sinpung-ri,,P,PPL,38.12222,127.68111,Sinp’ung-ni,MR,,
6272970,Papocheon,,H,STM,38.1024,127.71015,P’ap’o-ch’ŏn,MR,,
6272979,Jageunsaedeogi,,P,PPL,38.155,127.72361,Chanŭnsaedŏgi,MR,,
6272988,Byeongpung-san,,T,MT,38.12778,127.78194,Pyŏngp’ung-san,MR,,
6272999,Geumnyongsa,금룡사,S,TMPL,38.10457,127.7125,Kŭmyong-sa,MR,,
6273001,Chungnyeoltap,,S,TOWR,38.10972,127.71301,Ch’ungnyŏl-t’ap,MR,,
6273024,Yeonggwang-gidowon,,S,RLGR,38.0875,127.75861,Yŏnggwang-gidowŏn,MR,,
6273045,Boryeong,,P,PPL,38.08139,127.63778,Poryŏng,MR,,
6273050,Daeseok-gidowon,,S,RLGR,38.07333,127.59028,Taesŏk-kidowŏn,MR,,
6273055,Sangsoltae,,P,PPL,38.09111,127.52778,Sangsoldae,other_variant,,
6273063,Daeseongsa,,S,TMPL,38.07497,127.52539,Taesŏng-sa,MR,,
6273067,Toduk-kol,,P,PPL,38.07583,127.50694,Doduk-gol,other_variant,,
6273077,Samil-li,,P,PPL,38.04306,127.53,Samil-ri,other_variant,,
6273081,Gessemanedongsan-gidowon,,S,RLGR,38.04306,127.53,Kessemanedongsan-gidowŏn,MR,,
6273087,Jichoncheon,,H,STM,38.03926,127.64959,Chich’on-ch’ŏn,MR,,
6273093,Myeoguji,며구지,P,PPL,38.05864,127.59862,Meguji,other_variant,,
6273093,Myeoguji,며구지,P,PPL,38.05864,127.59862,Myŏguji,MR,,
6273113,Gipeungae,,P,PPL,38.05536,127.77036,Kip’ŭn’gae,MR,,
